well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class
C3,0.089,GC030,1,glucose,2021-07-25,1,0.0,0.07959259259259259,∆glt,Single KO
C4,0.088,GC029,1,glucose,2021-07-25,1,0.0,0.07959259259259259,∆flh,Single KO
C5,0.09,GC050,1,glucose,2021-07-25,1,0.0,0.07959259259259259,∆rbs,Single KO
C6,0.083,GC048,1,glucose,2021-07-25,1,0.0,0.07959259259259259,∆dpp,Single KO
C7,0.085,GC053,1,glucose,2021-07-25,1,0.0,0.07959259259259259,∆opp,Single KO
C8,0.086,GC032,1,glucose,2021-07-25,1,0.0,0.07959259259259259,∆mal,Single KO
C9,0.089,GC049,1,glucose,2021-07-25,1,0.0,0.07959259259259259,∆pot,Single KO
C10,0.086,GC052,1,glucose,2021-07-25,1,0.0,0.07959259259259259,∆nmp,Single KO
D3,0.092,GC030,2,glucose,2021-07-25,1,0.0,0.07959259259259259,∆glt,Single KO
D4,0.086,GC029,2,glucose,2021-07-25,1,0.0,0.07959259259259259,∆flh,Single KO
D5,0.086,GC050,2,glucose,2021-07-25,1,0.0,0.07959259259259259,∆rbs,Single KO
D6,0.086,GC048,2,glucose,2021-07-25,1,0.0,0.07959259259259259,∆dpp,Single KO
D7,0.086,GC053,2,glucose,2021-07-25,1,0.0,0.07959259259259259,∆opp,Single KO
D8,0.085,GC032,2,glucose,2021-07-25,1,0.0,0.07959259259259259,∆mal,Single KO
D9,0.089,GC049,2,glucose,2021-07-25,1,0.0,0.07959259259259259,∆pot,Single KO
D10,0.088,GC052,2,glucose,2021-07-25,1,0.0,0.07959259259259259,∆nmp,Single KO
E3,0.087,GC030,3,glucose,2021-07-25,1,0.0,0.07959259259259259,∆glt,Single KO
E4,0.085,GC029,3,glucose,2021-07-25,1,0.0,0.07959259259259259,∆flh,Single KO
E5,0.088,GC050,3,glucose,2021-07-25,1,0.0,0.07959259259259259,∆rbs,Single KO
E6,0.084,GC048,3,glucose,2021-07-25,1,0.0,0.07959259259259259,∆dpp,Single KO
E7,0.085,GC053,3,glucose,2021-07-25,1,0.0,0.07959259259259259,∆opp,Single KO
E8,0.087,GC032,3,glucose,2021-07-25,1,0.0,0.07959259259259259,∆mal,Single KO
E9,0.091,GC049,3,glucose,2021-07-25,1,0.0,0.07959259259259259,∆pot,Single KO
E10,0.084,GC052,3,glucose,2021-07-25,1,0.0,0.07959259259259259,∆nmp,Single KO
F3,0.082,GC055,1,glucose,2021-07-25,1,0.0,0.07959259259259259,∆mgl,Single KO
F4,0.083,GC055,2,glucose,2021-07-25,1,0.0,0.07959259259259259,∆mgl,Single KO
F5,0.083,GC055,3,glucose,2021-07-25,1,0.0,0.07959259259259259,∆mgl,Single KO
F6,0.086,GC047,1,glucose,2021-07-25,1,0.0,0.07959259259259259,∆his,Single KO
F7,0.086,GC047,2,glucose,2021-07-25,1,0.0,0.07959259259259259,∆his,Single KO
F8,0.085,GC047,3,glucose,2021-07-25,1,0.0,0.07959259259259259,∆his,Single KO
F9,0.087,GC001,1,glucose,2021-07-25,1,0.0,0.07959259259259259,WT,WT
F10,0.088,GC001,2,glucose,2021-07-25,1,0.0,0.07959259259259259,WT,WT
F11,0.084,GC001,3,glucose,2021-07-25,1,0.0,0.07959259259259259,WT,WT
C3,0.09,GC030,1,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆glt,Single KO
C4,0.089,GC029,1,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆flh,Single KO
C5,0.091,GC050,1,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆rbs,Single KO
C6,0.083,GC048,1,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆dpp,Single KO
C7,0.085,GC053,1,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆opp,Single KO
C8,0.087,GC032,1,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆mal,Single KO
C9,0.089,GC049,1,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆pot,Single KO
C10,0.086,GC052,1,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆nmp,Single KO
D3,0.092,GC030,2,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆glt,Single KO
D4,0.087,GC029,2,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆flh,Single KO
D5,0.087,GC050,2,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆rbs,Single KO
D6,0.086,GC048,2,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆dpp,Single KO
D7,0.086,GC053,2,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆opp,Single KO
D8,0.085,GC032,2,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆mal,Single KO
D9,0.089,GC049,2,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆pot,Single KO
D10,0.088,GC052,2,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆nmp,Single KO
E3,0.088,GC030,3,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆glt,Single KO
E4,0.085,GC029,3,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆flh,Single KO
E5,0.088,GC050,3,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆rbs,Single KO
E6,0.085,GC048,3,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆dpp,Single KO
E7,0.085,GC053,3,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆opp,Single KO
E8,0.087,GC032,3,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆mal,Single KO
E9,0.092,GC049,3,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆pot,Single KO
E10,0.084,GC052,3,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆nmp,Single KO
F3,0.082,GC055,1,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆mgl,Single KO
F4,0.083,GC055,2,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆mgl,Single KO
F5,0.084,GC055,3,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆mgl,Single KO
F6,0.086,GC047,1,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆his,Single KO
F7,0.087,GC047,2,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆his,Single KO
F8,0.085,GC047,3,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,∆his,Single KO
F9,0.087,GC001,1,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,WT,WT
F10,0.089,GC001,2,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,WT,WT
F11,0.084,GC001,3,glucose,2021-07-25,1,0.12555555555555556,0.07951851851851853,WT,WT
C3,0.091,GC030,1,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆glt,Single KO
C4,0.09,GC029,1,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆flh,Single KO
C5,0.092,GC050,1,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆rbs,Single KO
C6,0.084,GC048,1,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆dpp,Single KO
C7,0.086,GC053,1,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆opp,Single KO
C8,0.088,GC032,1,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆mal,Single KO
C9,0.09,GC049,1,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆pot,Single KO
C10,0.087,GC052,1,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆nmp,Single KO
D3,0.093,GC030,2,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆glt,Single KO
D4,0.088,GC029,2,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆flh,Single KO
D5,0.087,GC050,2,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆rbs,Single KO
D6,0.087,GC048,2,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆dpp,Single KO
D7,0.087,GC053,2,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆opp,Single KO
D8,0.086,GC032,2,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆mal,Single KO
D9,0.09,GC049,2,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆pot,Single KO
D10,0.088,GC052,2,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆nmp,Single KO
E3,0.089,GC030,3,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆glt,Single KO
E4,0.087,GC029,3,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆flh,Single KO
E5,0.09,GC050,3,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆rbs,Single KO
E6,0.085,GC048,3,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆dpp,Single KO
E7,0.086,GC053,3,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆opp,Single KO
E8,0.087,GC032,3,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆mal,Single KO
E9,0.093,GC049,3,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆pot,Single KO
E10,0.085,GC052,3,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆nmp,Single KO
F3,0.083,GC055,1,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆mgl,Single KO
F4,0.083,GC055,2,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆mgl,Single KO
F5,0.083,GC055,3,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆mgl,Single KO
F6,0.087,GC047,1,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆his,Single KO
F7,0.088,GC047,2,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆his,Single KO
F8,0.085,GC047,3,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,∆his,Single KO
F9,0.089,GC001,1,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,WT,WT
F10,0.089,GC001,2,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,WT,WT
F11,0.085,GC001,3,glucose,2021-07-25,1,0.2511111111111111,0.07959259259259259,WT,WT
C3,0.091,GC030,1,glucose,2021-07-25,1,0.37666666666666665,0.07959259259259259,∆glt,Single KO
C4,0.09,GC029,1,glucose,2021-07-25,1,0.37666666666666665,0.07959259259259259,∆flh,Single KO
C5,0.093,GC050,1,glucose,2021-07-25,1,0.37666666666666665,0.07959259259259259,∆rbs,Single KO
C6,0.084,GC048,1,glucose,2021-07-25,1,0.37666666666666665,0.07959259259259259,∆dpp,Single KO
C7,0.086,GC053,1,glucose,2021-07-25,1,0.37666666666666665,0.07959259259259259,∆opp,Single KO
C8,0.088,GC032,1,glucose,2021-07-25,1,0.37666666666666665,0.07959259259259259,∆mal,Single KO
C9,0.091,GC049,1,glucose,2021-07-25,1,0.37666666666666665,0.07959259259259259,∆pot,Single KO
C10,0.087,GC052,1,glucose,2021-07-25,1,0.37666666666666665,0.07959259259259259,∆nmp,Single KO
D3,0.093,GC030,2,glucose,2021-07-25,1,0.37666666666666665,0.07959259259259259,∆glt,Single KO
D4,0.088,GC029,2,glucose,2021-07-25,1,0.37666666666666665,0.07959259259259259,∆flh,Single KO
