well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class,od_600nm_subtracted
F7,0.175,GC029,2,glucose-acetate,2021-09-07,1,6.905555555555556,0.07959259259259258,∆flh,Single KO,0.09540740740740741
F8,0.169,GC029,3,glucose-acetate,2021-09-07,1,6.905555555555556,0.07959259259259258,∆flh,Single KO,0.08940740740740744
F9,0.128,GC001,1,glucose-acetate,2021-09-07,1,6.905555555555556,0.07959259259259258,WT,WT,0.04840740740740743
F10,0.125,GC001,2,glucose-acetate,2021-09-07,1,6.905555555555556,0.07959259259259258,WT,WT,0.045407407407407424
F11,0.122,GC001,3,glucose-acetate,2021-09-07,1,6.905555555555556,0.07959259259259258,WT,WT,0.04240740740740742
C3,0.21,GC032,1,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆mal,Single KO,0.1302962962962963
C4,0.152,GC049,1,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆pot,Single KO,0.0722962962962963
C5,0.201,GC052,1,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆nmp,Single KO,0.12129629629629632
C6,0.184,GC047,1,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆his,Single KO,0.1042962962962963
C7,0.244,GC050,1,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆rbs,Single KO,0.1642962962962963
C8,0.152,GC048,1,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆dpp,Single KO,0.0722962962962963
C9,0.174,GC053,1,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆opp,Single KO,0.0942962962962963
C10,0.19,GC055,1,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆mgl,Single KO,0.11029629629629631
D3,0.211,GC032,2,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆mal,Single KO,0.1312962962962963
D4,0.149,GC049,2,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆pot,Single KO,0.0692962962962963
D5,0.206,GC052,2,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆nmp,Single KO,0.1262962962962963
D6,0.181,GC047,2,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆his,Single KO,0.1012962962962963
D7,0.247,GC050,2,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆rbs,Single KO,0.1672962962962963
D8,0.153,GC048,2,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆dpp,Single KO,0.0732962962962963
D9,0.171,GC053,2,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆opp,Single KO,0.09129629629629632
D10,0.189,GC055,2,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆mgl,Single KO,0.10929629629629631
E3,0.21,GC032,3,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆mal,Single KO,0.1302962962962963
E4,0.152,GC049,3,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆pot,Single KO,0.0722962962962963
E5,0.203,GC052,3,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆nmp,Single KO,0.12329629629629632
E6,0.179,GC047,3,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆his,Single KO,0.0992962962962963
E7,0.245,GC050,3,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆rbs,Single KO,0.1652962962962963
E8,0.153,GC048,3,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆dpp,Single KO,0.0732962962962963
E9,0.172,GC053,3,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆opp,Single KO,0.09229629629629629
E10,0.193,GC055,3,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆mgl,Single KO,0.11329629629629631
F3,0.172,GC030,1,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆glt,Single KO,0.09229629629629629
F4,0.167,GC030,2,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆glt,Single KO,0.08729629629629632
F5,0.16,GC030,3,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆glt,Single KO,0.08029629629629631
F6,0.181,GC029,1,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆flh,Single KO,0.1012962962962963
F7,0.181,GC029,2,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆flh,Single KO,0.1012962962962963
F8,0.173,GC029,3,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,∆flh,Single KO,0.0932962962962963
F9,0.129,GC001,1,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,WT,WT,0.04929629629629631
F10,0.127,GC001,2,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,WT,WT,0.04729629629629631
F11,0.123,GC001,3,glucose-acetate,2021-09-07,1,7.0311111111111115,0.0797037037037037,WT,WT,0.043296296296296305
C3,0.221,GC032,1,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆mal,Single KO,0.14140740740740743
C4,0.157,GC049,1,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆pot,Single KO,0.07740740740740741
C5,0.21,GC052,1,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆nmp,Single KO,0.13040740740740742
C6,0.186,GC047,1,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆his,Single KO,0.10640740740740741
C7,0.253,GC050,1,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆rbs,Single KO,0.1734074074074074
C8,0.157,GC048,1,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆dpp,Single KO,0.07740740740740741
C9,0.179,GC053,1,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆opp,Single KO,0.0994074074074074
C10,0.197,GC055,1,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆mgl,Single KO,0.11740740740740742
D3,0.222,GC032,2,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆mal,Single KO,0.14240740740740743
D4,0.155,GC049,2,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆pot,Single KO,0.07540740740740741
D5,0.216,GC052,2,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆nmp,Single KO,0.13640740740740742
D6,0.188,GC047,2,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆his,Single KO,0.10840740740740741
D7,0.257,GC050,2,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆rbs,Single KO,0.1774074074074074
D8,0.157,GC048,2,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆dpp,Single KO,0.07740740740740741
D9,0.176,GC053,2,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆opp,Single KO,0.0964074074074074
D10,0.196,GC055,2,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆mgl,Single KO,0.11640740740740742
E3,0.221,GC032,3,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆mal,Single KO,0.14140740740740743
E4,0.158,GC049,3,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆pot,Single KO,0.07840740740740741
E5,0.212,GC052,3,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆nmp,Single KO,0.13240740740740742
E6,0.187,GC047,3,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆his,Single KO,0.10740740740740741
E7,0.254,GC050,3,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆rbs,Single KO,0.1744074074074074
E8,0.158,GC048,3,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆dpp,Single KO,0.07840740740740741
E9,0.177,GC053,3,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆opp,Single KO,0.0974074074074074
E10,0.198,GC055,3,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆mgl,Single KO,0.11840740740740742
F3,0.18,GC030,1,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆glt,Single KO,0.1004074074074074
F4,0.174,GC030,2,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆glt,Single KO,0.0944074074074074
F5,0.166,GC030,3,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆glt,Single KO,0.08640740740740742
F6,0.187,GC029,1,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆flh,Single KO,0.10740740740740741
F7,0.186,GC029,2,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆flh,Single KO,0.10640740740740741
F8,0.179,GC029,3,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,∆flh,Single KO,0.0994074074074074
F9,0.131,GC001,1,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,WT,WT,0.051407407407407416
F10,0.129,GC001,2,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,WT,WT,0.049407407407407414
F11,0.125,GC001,3,glucose-acetate,2021-09-07,1,7.156666666666666,0.07959259259259259,WT,WT,0.04540740740740741
C3,0.232,GC032,1,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆mal,Single KO,0.15229629629629632
C4,0.163,GC049,1,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆pot,Single KO,0.0832962962962963
C5,0.219,GC052,1,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆nmp,Single KO,0.1392962962962963
C6,0.195,GC047,1,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆his,Single KO,0.1152962962962963
C7,0.263,GC050,1,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆rbs,Single KO,0.1832962962962963
C8,0.162,GC048,1,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆dpp,Single KO,0.0822962962962963
C9,0.185,GC053,1,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆opp,Single KO,0.10529629629629629
C10,0.206,GC055,1,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆mgl,Single KO,0.1262962962962963
D3,0.233,GC032,2,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆mal,Single KO,0.15329629629629632
D4,0.162,GC049,2,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆pot,Single KO,0.0822962962962963
D5,0.226,GC052,2,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆nmp,Single KO,0.1462962962962963
D6,0.197,GC047,2,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆his,Single KO,0.1172962962962963
D7,0.267,GC050,2,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆rbs,Single KO,0.1872962962962963
D8,0.163,GC048,2,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆dpp,Single KO,0.0832962962962963
D9,0.182,GC053,2,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆opp,Single KO,0.10229629629629629
D10,0.204,GC055,2,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆mgl,Single KO,0.12429629629629628
E3,0.232,GC032,3,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆mal,Single KO,0.15229629629629632
E4,0.164,GC049,3,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆pot,Single KO,0.0842962962962963
E5,0.223,GC052,3,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆nmp,Single KO,0.1432962962962963
E6,0.195,GC047,3,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆his,Single KO,0.1152962962962963
E7,0.264,GC050,3,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆rbs,Single KO,0.1842962962962963
E8,0.163,GC048,3,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆dpp,Single KO,0.0832962962962963
E9,0.183,GC053,3,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆opp,Single KO,0.10329629629629629
E10,0.206,GC055,3,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆mgl,Single KO,0.1262962962962963
F3,0.189,GC030,1,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆glt,Single KO,0.1092962962962963
F4,0.181,GC030,2,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆glt,Single KO,0.10129629629629629
F5,0.172,GC030,3,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆glt,Single KO,0.09229629629629628
F6,0.193,GC029,1,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆flh,Single KO,0.1132962962962963
F7,0.192,GC029,2,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆flh,Single KO,0.1122962962962963
F8,0.184,GC029,3,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,∆flh,Single KO,0.10429629629629629
F9,0.134,GC001,1,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,WT,WT,0.0542962962962963
F10,0.131,GC001,2,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,WT,WT,0.0512962962962963
F11,0.127,GC001,3,glucose-acetate,2021-09-07,1,7.282222222222222,0.07970370370370371,WT,WT,0.047296296296296295
C3,0.243,GC032,1,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆mal,Single KO,0.16355555555555557
C4,0.169,GC049,1,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆pot,Single KO,0.08955555555555557
C5,0.229,GC052,1,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆nmp,Single KO,0.14955555555555555
C6,0.203,GC047,1,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆his,Single KO,0.12355555555555557
C7,0.273,GC050,1,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆rbs,Single KO,0.1935555555555556
C8,0.168,GC048,1,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆dpp,Single KO,0.08855555555555557
C9,0.191,GC053,1,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆opp,Single KO,0.11155555555555556
C10,0.213,GC055,1,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆mgl,Single KO,0.13355555555555554
D3,0.245,GC032,2,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆mal,Single KO,0.16555555555555557
D4,0.168,GC049,2,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆pot,Single KO,0.08855555555555557
D5,0.236,GC052,2,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆nmp,Single KO,0.15655555555555556
D6,0.205,GC047,2,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆his,Single KO,0.12555555555555553
D7,0.277,GC050,2,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆rbs,Single KO,0.1975555555555556
D8,0.169,GC048,2,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆dpp,Single KO,0.08955555555555557
D9,0.187,GC053,2,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆opp,Single KO,0.10755555555555556
D10,0.212,GC055,2,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆mgl,Single KO,0.13255555555555554
E3,0.244,GC032,3,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆mal,Single KO,0.16455555555555557
E4,0.17,GC049,3,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆pot,Single KO,0.09055555555555557
E5,0.233,GC052,3,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆nmp,Single KO,0.15355555555555556
E6,0.203,GC047,3,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆his,Single KO,0.12355555555555557
E7,0.274,GC050,3,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆rbs,Single KO,0.1945555555555556
E8,0.169,GC048,3,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆dpp,Single KO,0.08955555555555557
E9,0.189,GC053,3,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆opp,Single KO,0.10955555555555556
E10,0.214,GC055,3,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆mgl,Single KO,0.13455555555555554
F3,0.199,GC030,1,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆glt,Single KO,0.11955555555555557
F4,0.189,GC030,2,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆glt,Single KO,0.10955555555555556
F5,0.179,GC030,3,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆glt,Single KO,0.09955555555555555
F6,0.2,GC029,1,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆flh,Single KO,0.12055555555555557
F7,0.199,GC029,2,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆flh,Single KO,0.11955555555555557
F8,0.19,GC029,3,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,∆flh,Single KO,0.11055555555555556
F9,0.137,GC001,1,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,WT,WT,0.05755555555555557
F10,0.133,GC001,2,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,WT,WT,0.053555555555555565
F11,0.129,GC001,3,glucose-acetate,2021-09-07,1,7.407777777777778,0.07944444444444444,WT,WT,0.04955555555555556
C3,0.255,GC032,1,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆mal,Single KO,0.17551851851851852
C4,0.175,GC049,1,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆pot,Single KO,0.09551851851851852
C5,0.24,GC052,1,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆nmp,Single KO,0.1605185185185185
C6,0.212,GC047,1,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆his,Single KO,0.13251851851851854
C7,0.284,GC050,1,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆rbs,Single KO,0.2045185185185185
C8,0.174,GC048,1,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆dpp,Single KO,0.09451851851851852
C9,0.197,GC053,1,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆opp,Single KO,0.11751851851851854
C10,0.223,GC055,1,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆mgl,Single KO,0.14351851851851855
D3,0.257,GC032,2,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆mal,Single KO,0.17751851851851852
D4,0.175,GC049,2,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆pot,Single KO,0.09551851851851852
D5,0.248,GC052,2,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆nmp,Single KO,0.1685185185185185
D6,0.214,GC047,2,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆his,Single KO,0.13451851851851854
D7,0.289,GC050,2,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆rbs,Single KO,0.2095185185185185
D8,0.175,GC048,2,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆dpp,Single KO,0.09551851851851852
D9,0.194,GC053,2,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆opp,Single KO,0.11451851851851853
D10,0.221,GC055,2,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆mgl,Single KO,0.14151851851851854
E3,0.256,GC032,3,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆mal,Single KO,0.17651851851851852
E4,0.177,GC049,3,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆pot,Single KO,0.09751851851851852
E5,0.244,GC052,3,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆nmp,Single KO,0.1645185185185185
E6,0.212,GC047,3,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆his,Single KO,0.13251851851851854
E7,0.285,GC050,3,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆rbs,Single KO,0.2055185185185185
E8,0.175,GC048,3,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆dpp,Single KO,0.09551851851851852
E9,0.195,GC053,3,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆opp,Single KO,0.11551851851851853
E10,0.223,GC055,3,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆mgl,Single KO,0.14351851851851855
F3,0.209,GC030,1,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆glt,Single KO,0.12951851851851853
F4,0.198,GC030,2,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆glt,Single KO,0.11851851851851854
F5,0.187,GC030,3,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆glt,Single KO,0.10751851851851853
F6,0.207,GC029,1,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆flh,Single KO,0.12751851851851853
F7,0.206,GC029,2,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆flh,Single KO,0.12651851851851853
F8,0.197,GC029,3,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,∆flh,Single KO,0.11751851851851854
F9,0.14,GC001,1,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,WT,WT,0.06051851851851854
F10,0.135,GC001,2,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,WT,WT,0.055518518518518536
F11,0.131,GC001,3,glucose-acetate,2021-09-07,1,7.533333333333333,0.07948148148148147,WT,WT,0.05151851851851853
C3,0.267,GC032,1,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆mal,Single KO,0.18744444444444447
C4,0.182,GC049,1,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆pot,Single KO,0.10244444444444444
C5,0.251,GC052,1,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆nmp,Single KO,0.17144444444444445
C6,0.222,GC047,1,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆his,Single KO,0.14244444444444443
C7,0.296,GC050,1,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆rbs,Single KO,0.21644444444444444
C8,0.18,GC048,1,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆dpp,Single KO,0.10044444444444443
C9,0.204,GC053,1,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆opp,Single KO,0.12444444444444443
C10,0.233,GC055,1,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆mgl,Single KO,0.15344444444444444
D3,0.27,GC032,2,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆mal,Single KO,0.19044444444444447
D4,0.182,GC049,2,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆pot,Single KO,0.10244444444444444
D5,0.259,GC052,2,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆nmp,Single KO,0.17944444444444446
D6,0.224,GC047,2,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆his,Single KO,0.14444444444444443
D7,0.3,GC050,2,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆rbs,Single KO,0.22044444444444444
D8,0.181,GC048,2,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆dpp,Single KO,0.10144444444444443
D9,0.2,GC053,2,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆opp,Single KO,0.12044444444444445
D10,0.23,GC055,2,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆mgl,Single KO,0.15044444444444444
E3,0.268,GC032,3,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆mal,Single KO,0.18844444444444447
E4,0.184,GC049,3,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆pot,Single KO,0.10444444444444444
E5,0.256,GC052,3,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆nmp,Single KO,0.17644444444444446
E6,0.222,GC047,3,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆his,Single KO,0.14244444444444443
E7,0.297,GC050,3,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆rbs,Single KO,0.21744444444444444
E8,0.181,GC048,3,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆dpp,Single KO,0.10144444444444443
E9,0.201,GC053,3,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆opp,Single KO,0.12144444444444445
E10,0.233,GC055,3,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆mgl,Single KO,0.15344444444444444
F3,0.22,GC030,1,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆glt,Single KO,0.14044444444444443
F4,0.206,GC030,2,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆glt,Single KO,0.12644444444444441
F5,0.195,GC030,3,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆glt,Single KO,0.11544444444444445
F6,0.214,GC029,1,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆flh,Single KO,0.13444444444444442
F7,0.213,GC029,2,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆flh,Single KO,0.13344444444444442
F8,0.204,GC029,3,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,∆flh,Single KO,0.12444444444444443
F9,0.143,GC001,1,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,WT,WT,0.06344444444444443
F10,0.138,GC001,2,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,WT,WT,0.05844444444444445
F11,0.134,GC001,3,glucose-acetate,2021-09-07,1,7.658888888888889,0.07955555555555556,WT,WT,0.05444444444444445
C3,0.279,GC032,1,glucose-acetate,2021-09-07,1,7.7844444444444445,0.07962962962962962,∆mal,Single KO,0.19937037037037042
C4,0.19,GC049,1,glucose-acetate,2021-09-07,1,7.7844444444444445,0.07962962962962962,∆pot,Single KO,0.11037037037037038
C5,0.262,GC052,1,glucose-acetate,2021-09-07,1,7.7844444444444445,0.07962962962962962,∆nmp,Single KO,0.1823703703703704
C6,0.232,GC047,1,glucose-acetate,2021-09-07,1,7.7844444444444445,0.07962962962962962,∆his,Single KO,0.15237037037037038
C7,0.307,GC050,1,glucose-acetate,2021-09-07,1,7.7844444444444445,0.07962962962962962,∆rbs,Single KO,0.2273703703703704
C8,0.187,GC048,1,glucose-acetate,2021-09-07,1,7.7844444444444445,0.07962962962962962,∆dpp,Single KO,0.10737037037037038
C9,0.211,GC053,1,glucose-acetate,2021-09-07,1,7.7844444444444445,0.07962962962962962,∆opp,Single KO,0.13137037037037036
