well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class
C3,0.095,GC110,1,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆his,Double KO
C4,0.096,GC108,1,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆pot,Double KO
C5,0.093,GC094,1,acetate,2021-08-27,1,0.0,0.08029166666666666,∆pot ∆his,Double KO
C6,0.094,GC089,1,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆nmp,Double KO
C7,0.083,GC092,1,acetate,2021-08-27,1,0.0,0.08029166666666666,∆his ∆nmp,Double KO
C8,0.092,GC101,1,acetate,2021-08-27,1,0.0,0.08029166666666666,∆pot ∆nmp,Double KO
C9,0.097,GC103,1,acetate,2021-08-27,1,0.0,0.08029166666666666,∆pot ∆mgl,Double KO
C10,0.093,GC088,1,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆mgl,Double KO
C11,0.095,GC091,1,acetate,2021-08-27,1,0.0,0.08029166666666666,∆nmp ∆mgl,Double KO
D3,0.095,GC110,2,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆his,Double KO
D4,0.093,GC108,2,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆pot,Double KO
D5,0.092,GC094,2,acetate,2021-08-27,1,0.0,0.08029166666666666,∆pot ∆his,Double KO
D6,0.096,GC089,2,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆nmp,Double KO
D7,0.085,GC092,2,acetate,2021-08-27,1,0.0,0.08029166666666666,∆his ∆nmp,Double KO
D8,0.09,GC101,2,acetate,2021-08-27,1,0.0,0.08029166666666666,∆pot ∆nmp,Double KO
D9,0.094,GC103,2,acetate,2021-08-27,1,0.0,0.08029166666666666,∆pot ∆mgl,Double KO
D10,0.094,GC088,2,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆mgl,Double KO
D11,0.094,GC091,2,acetate,2021-08-27,1,0.0,0.08029166666666666,∆nmp ∆mgl,Double KO
E3,0.094,GC110,3,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆his,Double KO
E4,0.095,GC108,3,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆pot,Double KO
E5,0.091,GC094,3,acetate,2021-08-27,1,0.0,0.08029166666666666,∆pot ∆his,Double KO
E6,0.097,GC089,3,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆nmp,Double KO
E7,0.083,GC092,3,acetate,2021-08-27,1,0.0,0.08029166666666666,∆his ∆nmp,Double KO
E8,0.092,GC101,3,acetate,2021-08-27,1,0.0,0.08029166666666666,∆pot ∆nmp,Double KO
E9,0.097,GC103,3,acetate,2021-08-27,1,0.0,0.08029166666666666,∆pot ∆mgl,Double KO
E10,0.094,GC088,3,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆mgl,Double KO
E11,0.097,GC091,3,acetate,2021-08-27,1,0.0,0.08029166666666666,∆nmp ∆mgl,Double KO
F3,0.091,GC078,1,acetate,2021-08-27,1,0.0,0.08029166666666666,∆his ∆mgl,Double KO
F4,0.092,GC078,2,acetate,2021-08-27,1,0.0,0.08029166666666666,∆his ∆mgl,Double KO
F5,0.091,GC078,3,acetate,2021-08-27,1,0.0,0.08029166666666666,∆his ∆mgl,Double KO
F6,0.088,GC087,1,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆opp,Double KO
F7,0.09,GC087,2,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆opp,Double KO
F8,0.087,GC087,3,acetate,2021-08-27,1,0.0,0.08029166666666666,∆mal ∆opp,Double KO
F9,0.087,GC096,1,acetate,2021-08-27,1,0.0,0.08029166666666666,∆pot ∆opp,Double KO
F10,0.087,GC096,2,acetate,2021-08-27,1,0.0,0.08029166666666666,∆pot ∆opp,Double KO
F11,0.084,GC096,3,acetate,2021-08-27,1,0.0,0.08029166666666666,∆pot ∆opp,Double KO
C3,0.096,GC110,1,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆his,Double KO
C4,0.096,GC108,1,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆pot,Double KO
C5,0.093,GC094,1,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆pot ∆his,Double KO
C6,0.094,GC089,1,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆nmp,Double KO
C7,0.084,GC092,1,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆his ∆nmp,Double KO
C8,0.092,GC101,1,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆pot ∆nmp,Double KO
C9,0.097,GC103,1,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆pot ∆mgl,Double KO
C10,0.094,GC088,1,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆mgl,Double KO
C11,0.096,GC091,1,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆nmp ∆mgl,Double KO
D3,0.095,GC110,2,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆his,Double KO
D4,0.093,GC108,2,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆pot,Double KO
D5,0.092,GC094,2,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆pot ∆his,Double KO
D6,0.097,GC089,2,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆nmp,Double KO
D7,0.085,GC092,2,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆his ∆nmp,Double KO
D8,0.091,GC101,2,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆pot ∆nmp,Double KO
D9,0.094,GC103,2,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆pot ∆mgl,Double KO
D10,0.094,GC088,2,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆mgl,Double KO
D11,0.094,GC091,2,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆nmp ∆mgl,Double KO
E3,0.094,GC110,3,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆his,Double KO
E4,0.095,GC108,3,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆pot,Double KO
E5,0.092,GC094,3,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆pot ∆his,Double KO
E6,0.097,GC089,3,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆nmp,Double KO
E7,0.084,GC092,3,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆his ∆nmp,Double KO
E8,0.092,GC101,3,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆pot ∆nmp,Double KO
E9,0.098,GC103,3,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆pot ∆mgl,Double KO
E10,0.094,GC088,3,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆mgl,Double KO
E11,0.097,GC091,3,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆nmp ∆mgl,Double KO
F3,0.091,GC078,1,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆his ∆mgl,Double KO
F4,0.093,GC078,2,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆his ∆mgl,Double KO
F5,0.091,GC078,3,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆his ∆mgl,Double KO
F6,0.088,GC087,1,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆opp,Double KO
F7,0.09,GC087,2,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆opp,Double KO
F8,0.088,GC087,3,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆mal ∆opp,Double KO
F9,0.087,GC096,1,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆pot ∆opp,Double KO
F10,0.087,GC096,2,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆pot ∆opp,Double KO
F11,0.085,GC096,3,acetate,2021-08-27,1,0.12555555555555556,0.0805,∆pot ∆opp,Double KO
C3,0.097,GC110,1,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆his,Double KO
C4,0.097,GC108,1,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆pot,Double KO
C5,0.094,GC094,1,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆pot ∆his,Double KO
C6,0.095,GC089,1,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆nmp,Double KO
C7,0.084,GC092,1,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆his ∆nmp,Double KO
C8,0.092,GC101,1,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆pot ∆nmp,Double KO
C9,0.099,GC103,1,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆pot ∆mgl,Double KO
C10,0.095,GC088,1,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆mgl,Double KO
C11,0.097,GC091,1,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆nmp ∆mgl,Double KO
D3,0.096,GC110,2,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆his,Double KO
D4,0.094,GC108,2,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆pot,Double KO
D5,0.092,GC094,2,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆pot ∆his,Double KO
D6,0.098,GC089,2,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆nmp,Double KO
D7,0.086,GC092,2,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆his ∆nmp,Double KO
D8,0.091,GC101,2,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆pot ∆nmp,Double KO
D9,0.095,GC103,2,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆pot ∆mgl,Double KO
D10,0.095,GC088,2,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆mgl,Double KO
D11,0.095,GC091,2,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆nmp ∆mgl,Double KO
E3,0.095,GC110,3,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆his,Double KO
E4,0.096,GC108,3,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆pot,Double KO
E5,0.092,GC094,3,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆pot ∆his,Double KO
E6,0.098,GC089,3,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆nmp,Double KO
E7,0.084,GC092,3,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆his ∆nmp,Double KO
E8,0.093,GC101,3,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆pot ∆nmp,Double KO
E9,0.099,GC103,3,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆pot ∆mgl,Double KO
E10,0.095,GC088,3,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆mgl,Double KO
E11,0.099,GC091,3,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆nmp ∆mgl,Double KO
F3,0.092,GC078,1,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆his ∆mgl,Double KO
F4,0.093,GC078,2,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆his ∆mgl,Double KO
F5,0.092,GC078,3,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆his ∆mgl,Double KO
F6,0.088,GC087,1,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆opp,Double KO
F7,0.09,GC087,2,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆opp,Double KO
F8,0.088,GC087,3,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆mal ∆opp,Double KO
F9,0.087,GC096,1,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆pot ∆opp,Double KO
F10,0.087,GC096,2,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆pot ∆opp,Double KO
F11,0.085,GC096,3,acetate,2021-08-27,1,0.2511111111111111,0.08045833333333334,∆pot ∆opp,Double KO
C3,0.097,GC110,1,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆his,Double KO
C4,0.098,GC108,1,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆pot,Double KO
C5,0.095,GC094,1,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆pot ∆his,Double KO
C6,0.095,GC089,1,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆nmp,Double KO
C7,0.084,GC092,1,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆his ∆nmp,Double KO
C8,0.094,GC101,1,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆pot ∆nmp,Double KO
C9,0.1,GC103,1,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆pot ∆mgl,Double KO
C10,0.096,GC088,1,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆mgl,Double KO
C11,0.098,GC091,1,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆nmp ∆mgl,Double KO
D3,0.097,GC110,2,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆his,Double KO
D4,0.095,GC108,2,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆pot,Double KO
D5,0.093,GC094,2,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆pot ∆his,Double KO
D6,0.098,GC089,2,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆nmp,Double KO
D7,0.086,GC092,2,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆his ∆nmp,Double KO
D8,0.092,GC101,2,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆pot ∆nmp,Double KO
D9,0.097,GC103,2,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆pot ∆mgl,Double KO
D10,0.096,GC088,2,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆mgl,Double KO
D11,0.096,GC091,2,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆nmp ∆mgl,Double KO
E3,0.096,GC110,3,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆his,Double KO
E4,0.096,GC108,3,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆pot,Double KO
E5,0.093,GC094,3,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆pot ∆his,Double KO
E6,0.099,GC089,3,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆nmp,Double KO
E7,0.084,GC092,3,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆his ∆nmp,Double KO
E8,0.094,GC101,3,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆pot ∆nmp,Double KO
E9,0.1,GC103,3,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆pot ∆mgl,Double KO
E10,0.096,GC088,3,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆mgl,Double KO
E11,0.099,GC091,3,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆nmp ∆mgl,Double KO
F3,0.092,GC078,1,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆his ∆mgl,Double KO
F4,0.094,GC078,2,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆his ∆mgl,Double KO
F5,0.093,GC078,3,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆his ∆mgl,Double KO
F6,0.088,GC087,1,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆opp,Double KO
F7,0.091,GC087,2,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆opp,Double KO
F8,0.088,GC087,3,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆mal ∆opp,Double KO
F9,0.087,GC096,1,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆pot ∆opp,Double KO
F10,0.087,GC096,2,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆pot ∆opp,Double KO
F11,0.085,GC096,3,acetate,2021-08-27,1,0.37666666666666665,0.08045833333333334,∆pot ∆opp,Double KO
C3,0.098,GC110,1,acetate,2021-08-27,1,0.5022222222222222,0.0805,∆mal ∆his,Double KO
C4,0.098,GC108,1,acetate,2021-08-27,1,0.5022222222222222,0.0805,∆mal ∆pot,Double KO
