strain,elapsed_time_hr,od_600nm,technical_replicate,growth_medium,date,run_number,identifier,class
∆his ∆mgl,0.0,0.03183333333333334,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,0.12555555555555564,0.03279166666666666,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,0.2511111111111113,0.03483333333333333,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,0.3766666666666665,0.03779166666666667,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,0.5022222222222221,0.038791666666666655,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,0.6277777777777778,0.04083333333333333,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,0.7533333333333334,0.04379166666666666,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,0.878888888888889,0.04579166666666666,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,1.0044444444444447,0.048666666666666664,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,1.13,0.052750000000000005,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,1.2555555555555555,0.055708333333333346,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,1.3811111111111112,0.05975000000000001,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,1.5066666666666668,0.06374999999999999,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,1.6322222222222225,0.06766666666666665,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,1.7577777777777777,0.07275,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,1.8833333333333333,0.07870833333333334,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,2.008888888888889,0.08470833333333333,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,2.1341666666666668,0.09175000000000001,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,2.2600000000000002,0.09862499999999998,1,acetate,2021-08-28,1,GC078,Double KO
∆his ∆mgl,2.385555555555556,0.10554166666666666,1,acetate,2021-08-28,1,GC078,Double KO
