well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class
C3,0.088,GC110,1,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆his,Double KO
C4,0.089,GC108,1,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆pot,Double KO
C5,0.089,GC094,1,acetate,2021-08-28,2,0.0,0.07929166666666666,∆pot ∆his,Double KO
C6,0.087,GC089,1,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆nmp,Double KO
C7,0.085,GC092,1,acetate,2021-08-28,2,0.0,0.07929166666666666,∆his ∆nmp,Double KO
C8,0.089,GC101,1,acetate,2021-08-28,2,0.0,0.07929166666666666,∆pot ∆nmp,Double KO
C9,0.088,GC103,1,acetate,2021-08-28,2,0.0,0.07929166666666666,∆pot ∆mgl,Double KO
C10,0.087,GC088,1,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆mgl,Double KO
C11,0.089,GC091,1,acetate,2021-08-28,2,0.0,0.07929166666666666,∆nmp ∆mgl,Double KO
D3,0.087,GC110,2,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆his,Double KO
D4,0.086,GC108,2,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆pot,Double KO
D5,0.087,GC094,2,acetate,2021-08-28,2,0.0,0.07929166666666666,∆pot ∆his,Double KO
D6,0.086,GC089,2,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆nmp,Double KO
D7,0.085,GC092,2,acetate,2021-08-28,2,0.0,0.07929166666666666,∆his ∆nmp,Double KO
D8,0.086,GC101,2,acetate,2021-08-28,2,0.0,0.07929166666666666,∆pot ∆nmp,Double KO
D9,0.087,GC103,2,acetate,2021-08-28,2,0.0,0.07929166666666666,∆pot ∆mgl,Double KO
D10,0.087,GC088,2,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆mgl,Double KO
D11,0.087,GC091,2,acetate,2021-08-28,2,0.0,0.07929166666666666,∆nmp ∆mgl,Double KO
E3,0.085,GC110,3,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆his,Double KO
E4,0.085,GC108,3,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆pot,Double KO
E5,0.087,GC094,3,acetate,2021-08-28,2,0.0,0.07929166666666666,∆pot ∆his,Double KO
E6,0.087,GC089,3,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆nmp,Double KO
E7,0.083,GC092,3,acetate,2021-08-28,2,0.0,0.07929166666666666,∆his ∆nmp,Double KO
E8,0.087,GC101,3,acetate,2021-08-28,2,0.0,0.07929166666666666,∆pot ∆nmp,Double KO
E9,0.086,GC103,3,acetate,2021-08-28,2,0.0,0.07929166666666666,∆pot ∆mgl,Double KO
E10,0.087,GC088,3,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆mgl,Double KO
E11,0.089,GC091,3,acetate,2021-08-28,2,0.0,0.07929166666666666,∆nmp ∆mgl,Double KO
F3,0.088,GC078,1,acetate,2021-08-28,2,0.0,0.07929166666666666,∆his ∆mgl,Double KO
F4,0.088,GC078,2,acetate,2021-08-28,2,0.0,0.07929166666666666,∆his ∆mgl,Double KO
F5,0.086,GC078,3,acetate,2021-08-28,2,0.0,0.07929166666666666,∆his ∆mgl,Double KO
F6,0.084,GC087,1,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆opp,Double KO
F7,0.084,GC087,2,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆opp,Double KO
F8,0.083,GC087,3,acetate,2021-08-28,2,0.0,0.07929166666666666,∆mal ∆opp,Double KO
F9,0.085,GC096,1,acetate,2021-08-28,2,0.0,0.07929166666666666,∆pot ∆opp,Double KO
F10,0.085,GC096,2,acetate,2021-08-28,2,0.0,0.07929166666666666,∆pot ∆opp,Double KO
F11,0.084,GC096,3,acetate,2021-08-28,2,0.0,0.07929166666666666,∆pot ∆opp,Double KO
C3,0.088,GC110,1,acetate,2021-08-28,2,0.12555555555555556,0.07933333333333333,∆mal ∆his,Double KO
C4,0.088,GC108,1,acetate,2021-08-28,2,0.12555555555555556,0.07933333333333333,∆mal ∆pot,Double KO
C5,0.089,GC094,1,acetate,2021-08-28,2,0.12555555555555556,0.07933333333333333,∆pot ∆his,Double KO
C6,0.088,GC089,1,acetate,2021-08-28,2,0.12555555555555556,0.07933333333333333,∆mal ∆nmp,Double KO
C7,0.085,GC092,1,acetate,2021-08-28,2,0.12555555555555556,0.07933333333333333,∆his ∆nmp,Double KO
C8,0.089,GC101,1,acetate,2021-08-28,2,0.12555555555555556,0.07933333333333333,∆pot ∆nmp,Double KO
C9,0.089,GC103,1,acetate,2021-08-28,2,0.12555555555555556,0.07933333333333333,∆pot ∆mgl,Double KO
C10,0.087,GC088,1,acetate,2021-08-28,2,0.12555555555555556,0.07933333333333333,∆mal ∆mgl,Double KO
