well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class
C3,0.091,GC030,1,acetate,2021-07-28,1,0.0,0.07959259259259259,∆glt,Single KO
C4,0.099,GC029,1,acetate,2021-07-28,1,0.0,0.07959259259259259,∆flh,Single KO
C5,0.091,GC050,1,acetate,2021-07-28,1,0.0,0.07959259259259259,∆rbs,Single KO
C6,0.087,GC048,1,acetate,2021-07-28,1,0.0,0.07959259259259259,∆dpp,Single KO
C7,0.085,GC053,1,acetate,2021-07-28,1,0.0,0.07959259259259259,∆opp,Single KO
C8,0.091,GC032,1,acetate,2021-07-28,1,0.0,0.07959259259259259,∆mal,Single KO
C9,0.089,GC049,1,acetate,2021-07-28,1,0.0,0.07959259259259259,∆pot,Single KO
C10,0.088,GC052,1,acetate,2021-07-28,1,0.0,0.07959259259259259,∆nmp,Single KO
D3,0.088,GC030,2,acetate,2021-07-28,1,0.0,0.07959259259259259,∆glt,Single KO
D4,0.096,GC029,2,acetate,2021-07-28,1,0.0,0.07959259259259259,∆flh,Single KO
D5,0.088,GC050,2,acetate,2021-07-28,1,0.0,0.07959259259259259,∆rbs,Single KO
D6,0.087,GC048,2,acetate,2021-07-28,1,0.0,0.07959259259259259,∆dpp,Single KO
D7,0.085,GC053,2,acetate,2021-07-28,1,0.0,0.07959259259259259,∆opp,Single KO
D8,0.091,GC032,2,acetate,2021-07-28,1,0.0,0.07959259259259259,∆mal,Single KO
D9,0.087,GC049,2,acetate,2021-07-28,1,0.0,0.07959259259259259,∆pot,Single KO
D10,0.088,GC052,2,acetate,2021-07-28,1,0.0,0.07959259259259259,∆nmp,Single KO
E3,0.088,GC030,3,acetate,2021-07-28,1,0.0,0.07959259259259259,∆glt,Single KO
E4,0.098,GC029,3,acetate,2021-07-28,1,0.0,0.07959259259259259,∆flh,Single KO
E5,0.089,GC050,3,acetate,2021-07-28,1,0.0,0.07959259259259259,∆rbs,Single KO
E6,0.088,GC048,3,acetate,2021-07-28,1,0.0,0.07959259259259259,∆dpp,Single KO
E7,0.085,GC053,3,acetate,2021-07-28,1,0.0,0.07959259259259259,∆opp,Single KO
E8,0.09,GC032,3,acetate,2021-07-28,1,0.0,0.07959259259259259,∆mal,Single KO
E9,0.087,GC049,3,acetate,2021-07-28,1,0.0,0.07959259259259259,∆pot,Single KO
E10,0.089,GC052,3,acetate,2021-07-28,1,0.0,0.07959259259259259,∆nmp,Single KO
F3,0.088,GC055,1,acetate,2021-07-28,1,0.0,0.07959259259259259,∆mgl,Single KO
F4,0.089,GC055,2,acetate,2021-07-28,1,0.0,0.07959259259259259,∆mgl,Single KO
F5,0.089,GC055,3,acetate,2021-07-28,1,0.0,0.07959259259259259,∆mgl,Single KO
F6,0.088,GC047,1,acetate,2021-07-28,1,0.0,0.07959259259259259,∆his,Single KO
F7,0.088,GC047,2,acetate,2021-07-28,1,0.0,0.07959259259259259,∆his,Single KO
F8,0.086,GC047,3,acetate,2021-07-28,1,0.0,0.07959259259259259,∆his,Single KO
F9,0.091,GC001,1,acetate,2021-07-28,1,0.0,0.07959259259259259,WT,WT
F10,0.091,GC001,2,acetate,2021-07-28,1,0.0,0.07959259259259259,WT,WT
F11,0.088,GC001,3,acetate,2021-07-28,1,0.0,0.07959259259259259,WT,WT
C3,0.091,GC030,1,acetate,2021-07-28,1,0.12555555555555556,0.07944444444444444,∆glt,Single KO
C4,0.101,GC029,1,acetate,2021-07-28,1,0.12555555555555556,0.07944444444444444,∆flh,Single KO
C5,0.091,GC050,1,acetate,2021-07-28,1,0.12555555555555556,0.07944444444444444,∆rbs,Single KO
C6,0.087,GC048,1,acetate,2021-07-28,1,0.12555555555555556,0.07944444444444444,∆dpp,Single KO
C7,0.085,GC053,1,acetate,2021-07-28,1,0.12555555555555556,0.07944444444444444,∆opp,Single KO
C8,0.09,GC032,1,acetate,2021-07-28,1,0.12555555555555556,0.07944444444444444,∆mal,Single KO
C9,0.089,GC049,1,acetate,2021-07-28,1,0.12555555555555556,0.07944444444444444,∆pot,Single KO
