strain,elapsed_time_hr,od_600nm,technical_replicate,growth_medium,date,run_number,identifier,class
WT,0.0,0.03162962962962962,1,acetate,2021-07-28,1,GC001,WT
WT,0.12555555555555564,0.03266666666666665,1,acetate,2021-07-28,1,GC001,WT
WT,0.2511111111111113,0.03462962962962962,1,acetate,2021-07-28,1,GC001,WT
WT,0.3766666666666669,0.0367037037037037,1,acetate,2021-07-28,1,GC001,WT
WT,0.5022222222222226,0.038629629629629625,1,acetate,2021-07-28,1,GC001,WT
WT,0.6277777777777778,0.041666666666666644,1,acetate,2021-07-28,1,GC001,WT
WT,0.7533333333333334,0.044666666666666674,1,acetate,2021-07-28,1,GC001,WT
WT,0.878888888888889,0.047333333333333324,1,acetate,2021-07-28,1,GC001,WT
WT,1.0044444444444447,0.05059259259259259,1,acetate,2021-07-28,1,GC001,WT
WT,1.1300000000000003,0.054518518518518536,1,acetate,2021-07-28,1,GC001,WT
WT,1.255555555555556,0.05840740740740742,1,acetate,2021-07-28,1,GC001,WT
WT,1.3811111111111116,0.06270370370370369,1,acetate,2021-07-28,1,GC001,WT
WT,1.5066666666666664,0.06755555555555555,1,acetate,2021-07-28,1,GC001,WT
WT,1.632222222222222,0.07177777777777776,1,acetate,2021-07-28,1,GC001,WT
WT,1.7577777777777777,0.07655555555555556,1,acetate,2021-07-28,1,GC001,WT
WT,1.8833333333333333,0.08251851851851853,1,acetate,2021-07-28,1,GC001,WT
WT,2.008888888888889,0.08762962962962963,1,acetate,2021-07-28,1,GC001,WT
WT,2.1344444444444446,0.09359259259259257,1,acetate,2021-07-28,1,GC001,WT
WT,2.2600000000000002,0.09955555555555555,1,acetate,2021-07-28,1,GC001,WT
WT,2.385555555555556,0.10662962962962963,1,acetate,2021-07-28,1,GC001,WT
WT,2.5111111111111115,0.11359259259259259,1,acetate,2021-07-28,1,GC001,WT
WT,2.636666666666667,0.12066666666666669,1,acetate,2021-07-28,1,GC001,WT
WT,2.762222222222223,0.1275925925925926,1,acetate,2021-07-28,1,GC001,WT
WT,2.8877777777777776,0.13448148148148148,1,acetate,2021-07-28,1,GC001,WT
WT,3.013333333333333,0.1424814814814815,1,acetate,2021-07-28,1,GC001,WT
WT,3.138888888888889,0.1505925925925926,1,acetate,2021-07-28,1,GC001,WT
WT,3.2644444444444445,0.15962962962962962,1,acetate,2021-07-28,1,GC001,WT
WT,3.39,0.16744444444444445,1,acetate,2021-07-28,1,GC001,WT
WT,3.5155555555555558,0.17655555555555558,1,acetate,2021-07-28,1,GC001,WT
WT,0.0,0.030629629629629618,2,acetate,2021-07-28,1,GC001,WT
