well,od_600nm,strain,replicate,growth_medium,date,elapsed_time_hr,avg_blank_value
D6,0.627,WT,12,glucose,2021-07-19,6.152222222222222,0.3602666666666667
D7,0.632,WT,13,glucose,2021-07-19,6.152222222222222,0.3602666666666667
D8,0.633,WT,14,glucose,2021-07-19,6.152222222222222,0.3602666666666667
D9,0.628,WT,15,glucose,2021-07-19,6.152222222222222,0.3602666666666667
D10,0.625,WT,16,glucose,2021-07-19,6.152222222222222,0.3602666666666667
E3,0.559,WT,17,glucose,2021-07-19,6.152222222222222,0.3602666666666667
E4,0.566,WT,18,glucose,2021-07-19,6.152222222222222,0.3602666666666667
E5,0.602,WT,19,glucose,2021-07-19,6.152222222222222,0.3602666666666667
E6,0.622,WT,20,glucose,2021-07-19,6.152222222222222,0.3602666666666667
E7,0.624,WT,21,glucose,2021-07-19,6.152222222222222,0.3602666666666667
E8,0.631,WT,22,glucose,2021-07-19,6.152222222222222,0.3602666666666667
E9,0.629,WT,23,glucose,2021-07-19,6.152222222222222,0.3602666666666667
E10,0.625,WT,24,glucose,2021-07-19,6.152222222222222,0.3602666666666667
F3,0.552,WT,25,glucose,2021-07-19,6.152222222222222,0.3602666666666667
F4,0.596,WT,26,glucose,2021-07-19,6.152222222222222,0.3602666666666667
F5,0.565,WT,27,glucose,2021-07-19,6.152222222222222,0.3602666666666667
F6,0.585,WT,28,glucose,2021-07-19,6.152222222222222,0.3602666666666667
F7,0.616,WT,29,glucose,2021-07-19,6.152222222222222,0.3602666666666667
F8,0.623,WT,30,glucose,2021-07-19,6.152222222222222,0.3602666666666667
F9,0.629,WT,31,glucose,2021-07-19,6.152222222222222,0.3602666666666667
F10,0.623,WT,32,glucose,2021-07-19,6.152222222222222,0.3602666666666667
C3,0.57,WT,1,glucose,2021-07-19,6.277777777777778,0.37979999999999997
C4,0.65,WT,2,glucose,2021-07-19,6.277777777777778,0.37979999999999997
C5,0.644,WT,3,glucose,2021-07-19,6.277777777777778,0.37979999999999997
C6,0.632,WT,4,glucose,2021-07-19,6.277777777777778,0.37979999999999997
C7,0.667,WT,5,glucose,2021-07-19,6.277777777777778,0.37979999999999997
C8,0.666,WT,6,glucose,2021-07-19,6.277777777777778,0.37979999999999997
C9,0.664,WT,7,glucose,2021-07-19,6.277777777777778,0.37979999999999997
C10,0.659,WT,8,glucose,2021-07-19,6.277777777777778,0.37979999999999997
D3,0.578,WT,9,glucose,2021-07-19,6.277777777777778,0.37979999999999997
D4,0.59,WT,10,glucose,2021-07-19,6.277777777777778,0.37979999999999997
D5,0.667,WT,11,glucose,2021-07-19,6.277777777777778,0.37979999999999997
D6,0.664,WT,12,glucose,2021-07-19,6.277777777777778,0.37979999999999997
D7,0.669,WT,13,glucose,2021-07-19,6.277777777777778,0.37979999999999997
D8,0.668,WT,14,glucose,2021-07-19,6.277777777777778,0.37979999999999997
D9,0.661,WT,15,glucose,2021-07-19,6.277777777777778,0.37979999999999997
D10,0.661,WT,16,glucose,2021-07-19,6.277777777777778,0.37979999999999997
E3,0.604,WT,17,glucose,2021-07-19,6.277777777777778,0.37979999999999997
E4,0.599,WT,18,glucose,2021-07-19,6.277777777777778,0.37979999999999997
E5,0.64,WT,19,glucose,2021-07-19,6.277777777777778,0.37979999999999997
E6,0.658,WT,20,glucose,2021-07-19,6.277777777777778,0.37979999999999997
E7,0.66,WT,21,glucose,2021-07-19,6.277777777777778,0.37979999999999997
E8,0.666,WT,22,glucose,2021-07-19,6.277777777777778,0.37979999999999997
E9,0.664,WT,23,glucose,2021-07-19,6.277777777777778,0.37979999999999997
E10,0.66,WT,24,glucose,2021-07-19,6.277777777777778,0.37979999999999997
F3,0.596,WT,25,glucose,2021-07-19,6.277777777777778,0.37979999999999997
F4,0.633,WT,26,glucose,2021-07-19,6.277777777777778,0.37979999999999997
F5,0.602,WT,27,glucose,2021-07-19,6.277777777777778,0.37979999999999997
F6,0.623,WT,28,glucose,2021-07-19,6.277777777777778,0.37979999999999997
F7,0.652,WT,29,glucose,2021-07-19,6.277777777777778,0.37979999999999997
F8,0.659,WT,30,glucose,2021-07-19,6.277777777777778,0.37979999999999997
F9,0.664,WT,31,glucose,2021-07-19,6.277777777777778,0.37979999999999997
F10,0.657,WT,32,glucose,2021-07-19,6.277777777777778,0.37979999999999997
C3,0.607,WT,1,glucose,2021-07-19,6.403333333333333,0.39841666666666664
C4,0.685,WT,2,glucose,2021-07-19,6.403333333333333,0.39841666666666664
C5,0.68,WT,3,glucose,2021-07-19,6.403333333333333,0.39841666666666664
C6,0.666,WT,4,glucose,2021-07-19,6.403333333333333,0.39841666666666664
C7,0.702,WT,5,glucose,2021-07-19,6.403333333333333,0.39841666666666664
C8,0.7,WT,6,glucose,2021-07-19,6.403333333333333,0.39841666666666664
C9,0.697,WT,7,glucose,2021-07-19,6.403333333333333,0.39841666666666664
C10,0.694,WT,8,glucose,2021-07-19,6.403333333333333,0.39841666666666664
D3,0.61,WT,9,glucose,2021-07-19,6.403333333333333,0.39841666666666664
D4,0.627,WT,10,glucose,2021-07-19,6.403333333333333,0.39841666666666664
D5,0.704,WT,11,glucose,2021-07-19,6.403333333333333,0.39841666666666664
D6,0.7,WT,12,glucose,2021-07-19,6.403333333333333,0.39841666666666664
D7,0.703,WT,13,glucose,2021-07-19,6.403333333333333,0.39841666666666664
D8,0.703,WT,14,glucose,2021-07-19,6.403333333333333,0.39841666666666664
D9,0.694,WT,15,glucose,2021-07-19,6.403333333333333,0.39841666666666664
D10,0.693,WT,16,glucose,2021-07-19,6.403333333333333,0.39841666666666664
E3,0.642,WT,17,glucose,2021-07-19,6.403333333333333,0.39841666666666664
E4,0.637,WT,18,glucose,2021-07-19,6.403333333333333,0.39841666666666664
E5,0.677,WT,19,glucose,2021-07-19,6.403333333333333,0.39841666666666664
E6,0.692,WT,20,glucose,2021-07-19,6.403333333333333,0.39841666666666664
E7,0.693,WT,21,glucose,2021-07-19,6.403333333333333,0.39841666666666664
E8,0.7,WT,22,glucose,2021-07-19,6.403333333333333,0.39841666666666664
E9,0.697,WT,23,glucose,2021-07-19,6.403333333333333,0.39841666666666664
E10,0.693,WT,24,glucose,2021-07-19,6.403333333333333,0.39841666666666664
F3,0.634,WT,25,glucose,2021-07-19,6.403333333333333,0.39841666666666664
F4,0.668,WT,26,glucose,2021-07-19,6.403333333333333,0.39841666666666664
F5,0.639,WT,27,glucose,2021-07-19,6.403333333333333,0.39841666666666664
F6,0.658,WT,28,glucose,2021-07-19,6.403333333333333,0.39841666666666664
F7,0.687,WT,29,glucose,2021-07-19,6.403333333333333,0.39841666666666664
F8,0.694,WT,30,glucose,2021-07-19,6.403333333333333,0.39841666666666664
F9,0.698,WT,31,glucose,2021-07-19,6.403333333333333,0.39841666666666664
F10,0.691,WT,32,glucose,2021-07-19,6.403333333333333,0.39841666666666664
C3,0.643,WT,1,glucose,2021-07-19,6.528888888888889,0.41566666666666663
C4,0.717,WT,2,glucose,2021-07-19,6.528888888888889,0.41566666666666663
C5,0.712,WT,3,glucose,2021-07-19,6.528888888888889,0.41566666666666663
C6,0.7,WT,4,glucose,2021-07-19,6.528888888888889,0.41566666666666663
C7,0.735,WT,5,glucose,2021-07-19,6.528888888888889,0.41566666666666663
C8,0.731,WT,6,glucose,2021-07-19,6.528888888888889,0.41566666666666663
C9,0.729,WT,7,glucose,2021-07-19,6.528888888888889,0.41566666666666663
C10,0.725,WT,8,glucose,2021-07-19,6.528888888888889,0.41566666666666663
D3,0.639,WT,9,glucose,2021-07-19,6.528888888888889,0.41566666666666663
D4,0.664,WT,10,glucose,2021-07-19,6.528888888888889,0.41566666666666663
D5,0.737,WT,11,glucose,2021-07-19,6.528888888888889,0.41566666666666663
D6,0.732,WT,12,glucose,2021-07-19,6.528888888888889,0.41566666666666663
D7,0.734,WT,13,glucose,2021-07-19,6.528888888888889,0.41566666666666663
D8,0.734,WT,14,glucose,2021-07-19,6.528888888888889,0.41566666666666663
D9,0.724,WT,15,glucose,2021-07-19,6.528888888888889,0.41566666666666663
D10,0.725,WT,16,glucose,2021-07-19,6.528888888888889,0.41566666666666663
E3,0.678,WT,17,glucose,2021-07-19,6.528888888888889,0.41566666666666663
E4,0.673,WT,18,glucose,2021-07-19,6.528888888888889,0.41566666666666663
E5,0.708,WT,19,glucose,2021-07-19,6.528888888888889,0.41566666666666663
E6,0.724,WT,20,glucose,2021-07-19,6.528888888888889,0.41566666666666663
E7,0.726,WT,21,glucose,2021-07-19,6.528888888888889,0.41566666666666663
E8,0.731,WT,22,glucose,2021-07-19,6.528888888888889,0.41566666666666663
E9,0.726,WT,23,glucose,2021-07-19,6.528888888888889,0.41566666666666663
E10,0.723,WT,24,glucose,2021-07-19,6.528888888888889,0.41566666666666663
F3,0.671,WT,25,glucose,2021-07-19,6.528888888888889,0.41566666666666663
F4,0.701,WT,26,glucose,2021-07-19,6.528888888888889,0.41566666666666663
F5,0.672,WT,27,glucose,2021-07-19,6.528888888888889,0.41566666666666663
F6,0.689,WT,28,glucose,2021-07-19,6.528888888888889,0.41566666666666663
F7,0.719,WT,29,glucose,2021-07-19,6.528888888888889,0.41566666666666663
F8,0.726,WT,30,glucose,2021-07-19,6.528888888888889,0.41566666666666663
F9,0.73,WT,31,glucose,2021-07-19,6.528888888888889,0.41566666666666663
F10,0.723,WT,32,glucose,2021-07-19,6.528888888888889,0.41566666666666663
C3,0.678,WT,1,glucose,2021-07-19,6.654444444444445,0.43265000000000015
C4,0.749,WT,2,glucose,2021-07-19,6.654444444444445,0.43265000000000015
C5,0.745,WT,3,glucose,2021-07-19,6.654444444444445,0.43265000000000015
C6,0.73,WT,4,glucose,2021-07-19,6.654444444444445,0.43265000000000015
C7,0.767,WT,5,glucose,2021-07-19,6.654444444444445,0.43265000000000015
C8,0.762,WT,6,glucose,2021-07-19,6.654444444444445,0.43265000000000015
C9,0.76,WT,7,glucose,2021-07-19,6.654444444444445,0.43265000000000015
C10,0.757,WT,8,glucose,2021-07-19,6.654444444444445,0.43265000000000015
D3,0.667,WT,9,glucose,2021-07-19,6.654444444444445,0.43265000000000015
D4,0.698,WT,10,glucose,2021-07-19,6.654444444444445,0.43265000000000015
D5,0.769,WT,11,glucose,2021-07-19,6.654444444444445,0.43265000000000015
D6,0.763,WT,12,glucose,2021-07-19,6.654444444444445,0.43265000000000015
D7,0.766,WT,13,glucose,2021-07-19,6.654444444444445,0.43265000000000015
D8,0.765,WT,14,glucose,2021-07-19,6.654444444444445,0.43265000000000015
D9,0.755,WT,15,glucose,2021-07-19,6.654444444444445,0.43265000000000015
D10,0.756,WT,16,glucose,2021-07-19,6.654444444444445,0.43265000000000015
E3,0.713,WT,17,glucose,2021-07-19,6.654444444444445,0.43265000000000015
E4,0.71,WT,18,glucose,2021-07-19,6.654444444444445,0.43265000000000015
E5,0.74,WT,19,glucose,2021-07-19,6.654444444444445,0.43265000000000015
E6,0.755,WT,20,glucose,2021-07-19,6.654444444444445,0.43265000000000015
E7,0.756,WT,21,glucose,2021-07-19,6.654444444444445,0.43265000000000015
E8,0.762,WT,22,glucose,2021-07-19,6.654444444444445,0.43265000000000015
E9,0.757,WT,23,glucose,2021-07-19,6.654444444444445,0.43265000000000015
E10,0.754,WT,24,glucose,2021-07-19,6.654444444444445,0.43265000000000015
F3,0.706,WT,25,glucose,2021-07-19,6.654444444444445,0.43265000000000015
F4,0.733,WT,26,glucose,2021-07-19,6.654444444444445,0.43265000000000015
F5,0.703,WT,27,glucose,2021-07-19,6.654444444444445,0.43265000000000015
F6,0.721,WT,28,glucose,2021-07-19,6.654444444444445,0.43265000000000015
F7,0.751,WT,29,glucose,2021-07-19,6.654444444444445,0.43265000000000015
F8,0.757,WT,30,glucose,2021-07-19,6.654444444444445,0.43265000000000015
F9,0.76,WT,31,glucose,2021-07-19,6.654444444444445,0.43265000000000015
F10,0.754,WT,32,glucose,2021-07-19,6.654444444444445,0.43265000000000015
C3,0.711,WT,1,glucose,2021-07-19,6.78,0.4487
C4,0.778,WT,2,glucose,2021-07-19,6.78,0.4487
C5,0.775,WT,3,glucose,2021-07-19,6.78,0.4487
C6,0.76,WT,4,glucose,2021-07-19,6.78,0.4487
C7,0.798,WT,5,glucose,2021-07-19,6.78,0.4487
C8,0.792,WT,6,glucose,2021-07-19,6.78,0.4487
C9,0.79,WT,7,glucose,2021-07-19,6.78,0.4487
C10,0.787,WT,8,glucose,2021-07-19,6.78,0.4487
D3,0.702,WT,9,glucose,2021-07-19,6.78,0.4487
D4,0.729,WT,10,glucose,2021-07-19,6.78,0.4487
D5,0.798,WT,11,glucose,2021-07-19,6.78,0.4487
D6,0.792,WT,12,glucose,2021-07-19,6.78,0.4487
D7,0.795,WT,13,glucose,2021-07-19,6.78,0.4487
D8,0.795,WT,14,glucose,2021-07-19,6.78,0.4487
D9,0.783,WT,15,glucose,2021-07-19,6.78,0.4487
D10,0.785,WT,16,glucose,2021-07-19,6.78,0.4487
E3,0.742,WT,17,glucose,2021-07-19,6.78,0.4487
E4,0.742,WT,18,glucose,2021-07-19,6.78,0.4487
E5,0.769,WT,19,glucose,2021-07-19,6.78,0.4487
E6,0.784,WT,20,glucose,2021-07-19,6.78,0.4487
E7,0.785,WT,21,glucose,2021-07-19,6.78,0.4487
E8,0.791,WT,22,glucose,2021-07-19,6.78,0.4487
E9,0.786,WT,23,glucose,2021-07-19,6.78,0.4487
E10,0.784,WT,24,glucose,2021-07-19,6.78,0.4487
F3,0.736,WT,25,glucose,2021-07-19,6.78,0.4487
F4,0.764,WT,26,glucose,2021-07-19,6.78,0.4487
F5,0.733,WT,27,glucose,2021-07-19,6.78,0.4487
F6,0.75,WT,28,glucose,2021-07-19,6.78,0.4487
F7,0.781,WT,29,glucose,2021-07-19,6.78,0.4487
F8,0.788,WT,30,glucose,2021-07-19,6.78,0.4487
F9,0.791,WT,31,glucose,2021-07-19,6.78,0.4487
F10,0.785,WT,32,glucose,2021-07-19,6.78,0.4487
C3,0.742,WT,1,glucose,2021-07-19,6.905555555555556,0.46718333333333323
C4,0.809,WT,2,glucose,2021-07-19,6.905555555555556,0.46718333333333323
C5,0.806,WT,3,glucose,2021-07-19,6.905555555555556,0.46718333333333323
C6,0.795,WT,4,glucose,2021-07-19,6.905555555555556,0.46718333333333323
C7,0.834,WT,5,glucose,2021-07-19,6.905555555555556,0.46718333333333323
C8,0.828,WT,6,glucose,2021-07-19,6.905555555555556,0.46718333333333323
C9,0.827,WT,7,glucose,2021-07-19,6.905555555555556,0.46718333333333323
C10,0.824,WT,8,glucose,2021-07-19,6.905555555555556,0.46718333333333323
D3,0.738,WT,9,glucose,2021-07-19,6.905555555555556,0.46718333333333323
D4,0.758,WT,10,glucose,2021-07-19,6.905555555555556,0.46718333333333323
D5,0.827,WT,11,glucose,2021-07-19,6.905555555555556,0.46718333333333323
D6,0.825,WT,12,glucose,2021-07-19,6.905555555555556,0.46718333333333323
D7,0.83,WT,13,glucose,2021-07-19,6.905555555555556,0.46718333333333323
D8,0.83,WT,14,glucose,2021-07-19,6.905555555555556,0.46718333333333323
D9,0.821,WT,15,glucose,2021-07-19,6.905555555555556,0.46718333333333323
D10,0.823,WT,16,glucose,2021-07-19,6.905555555555556,0.46718333333333323
E3,0.773,WT,17,glucose,2021-07-19,6.905555555555556,0.46718333333333323
E4,0.772,WT,18,glucose,2021-07-19,6.905555555555556,0.46718333333333323
E5,0.798,WT,19,glucose,2021-07-19,6.905555555555556,0.46718333333333323
E6,0.817,WT,20,glucose,2021-07-19,6.905555555555556,0.46718333333333323
E7,0.822,WT,21,glucose,2021-07-19,6.905555555555556,0.46718333333333323
E8,0.828,WT,22,glucose,2021-07-19,6.905555555555556,0.46718333333333323
E9,0.824,WT,23,glucose,2021-07-19,6.905555555555556,0.46718333333333323
E10,0.823,WT,24,glucose,2021-07-19,6.905555555555556,0.46718333333333323
F3,0.767,WT,25,glucose,2021-07-19,6.905555555555556,0.46718333333333323
F4,0.793,WT,26,glucose,2021-07-19,6.905555555555556,0.46718333333333323
F5,0.765,WT,27,glucose,2021-07-19,6.905555555555556,0.46718333333333323
F6,0.786,WT,28,glucose,2021-07-19,6.905555555555556,0.46718333333333323
F7,0.82,WT,29,glucose,2021-07-19,6.905555555555556,0.46718333333333323
F8,0.829,WT,30,glucose,2021-07-19,6.905555555555556,0.46718333333333323
F9,0.831,WT,31,glucose,2021-07-19,6.905555555555556,0.46718333333333323
F10,0.825,WT,32,glucose,2021-07-19,6.905555555555556,0.46718333333333323
C3,0.771,WT,1,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
C4,0.837,WT,2,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
C5,0.832,WT,3,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
C6,0.816,WT,4,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
C7,0.856,WT,5,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
C8,0.848,WT,6,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
C9,0.846,WT,7,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
C10,0.845,WT,8,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
D3,0.769,WT,9,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
D4,0.787,WT,10,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
D5,0.86,WT,11,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
D6,0.85,WT,12,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
D7,0.852,WT,13,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
D8,0.852,WT,14,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
D9,0.843,WT,15,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
D10,0.843,WT,16,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
E3,0.802,WT,17,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
E4,0.799,WT,18,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
E5,0.831,WT,19,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
E6,0.843,WT,20,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
E7,0.844,WT,21,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
E8,0.849,WT,22,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
E9,0.845,WT,23,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
E10,0.842,WT,24,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
F3,0.796,WT,25,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
F4,0.83,WT,26,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
F5,0.794,WT,27,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
F6,0.812,WT,28,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
F7,0.842,WT,29,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
F8,0.848,WT,30,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
F9,0.849,WT,31,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
F10,0.846,WT,32,glucose,2021-07-19,7.0311111111111115,0.48033333333333317
C3,0.802,WT,1,glucose,2021-07-19,7.156666666666666,0.4927166666666666
C4,0.865,WT,2,glucose,2021-07-19,7.156666666666666,0.4927166666666666
C5,0.86,WT,3,glucose,2021-07-19,7.156666666666666,0.4927166666666666
C6,0.833,WT,4,glucose,2021-07-19,7.156666666666666,0.4927166666666666
C7,0.874,WT,5,glucose,2021-07-19,7.156666666666666,0.4927166666666666
C8,0.871,WT,6,glucose,2021-07-19,7.156666666666666,0.4927166666666666
C9,0.871,WT,7,glucose,2021-07-19,7.156666666666666,0.4927166666666666
C10,0.87,WT,8,glucose,2021-07-19,7.156666666666666,0.4927166666666666
D3,0.78,WT,9,glucose,2021-07-19,7.156666666666666,0.4927166666666666
D4,0.811,WT,10,glucose,2021-07-19,7.156666666666666,0.4927166666666666
D5,0.885,WT,11,glucose,2021-07-19,7.156666666666666,0.4927166666666666
D6,0.878,WT,12,glucose,2021-07-19,7.156666666666666,0.4927166666666666
D7,0.881,WT,13,glucose,2021-07-19,7.156666666666666,0.4927166666666666
D8,0.878,WT,14,glucose,2021-07-19,7.156666666666666,0.4927166666666666
D9,0.866,WT,15,glucose,2021-07-19,7.156666666666666,0.4927166666666666
D10,0.868,WT,16,glucose,2021-07-19,7.156666666666666,0.4927166666666666
E3,0.82,WT,17,glucose,2021-07-19,7.156666666666666,0.4927166666666666
E4,0.81,WT,18,glucose,2021-07-19,7.156666666666666,0.4927166666666666
E5,0.859,WT,19,glucose,2021-07-19,7.156666666666666,0.4927166666666666
E6,0.874,WT,20,glucose,2021-07-19,7.156666666666666,0.4927166666666666
E7,0.872,WT,21,glucose,2021-07-19,7.156666666666666,0.4927166666666666
E8,0.877,WT,22,glucose,2021-07-19,7.156666666666666,0.4927166666666666
E9,0.867,WT,23,glucose,2021-07-19,7.156666666666666,0.4927166666666666
E10,0.867,WT,24,glucose,2021-07-19,7.156666666666666,0.4927166666666666
F3,0.817,WT,25,glucose,2021-07-19,7.156666666666666,0.4927166666666666
F4,0.855,WT,26,glucose,2021-07-19,7.156666666666666,0.4927166666666666
F5,0.812,WT,27,glucose,2021-07-19,7.156666666666666,0.4927166666666666
F6,0.829,WT,28,glucose,2021-07-19,7.156666666666666,0.4927166666666666
F7,0.861,WT,29,glucose,2021-07-19,7.156666666666666,0.4927166666666666
F8,0.868,WT,30,glucose,2021-07-19,7.156666666666666,0.4927166666666666
F9,0.872,WT,31,glucose,2021-07-19,7.156666666666666,0.4927166666666666
F10,0.868,WT,32,glucose,2021-07-19,7.156666666666666,0.4927166666666666
C3,0.82,WT,1,glucose,2021-07-19,7.282222222222222,0.5005666666666666
C4,0.877,WT,2,glucose,2021-07-19,7.282222222222222,0.5005666666666666
C5,0.87,WT,3,glucose,2021-07-19,7.282222222222222,0.5005666666666666
C6,0.845,WT,4,glucose,2021-07-19,7.282222222222222,0.5005666666666666
C7,0.886,WT,5,glucose,2021-07-19,7.282222222222222,0.5005666666666666
C8,0.888,WT,6,glucose,2021-07-19,7.282222222222222,0.5005666666666666
C9,0.884,WT,7,glucose,2021-07-19,7.282222222222222,0.5005666666666666
C10,0.883,WT,8,glucose,2021-07-19,7.282222222222222,0.5005666666666666
D3,0.79,WT,9,glucose,2021-07-19,7.282222222222222,0.5005666666666666
D4,0.832,WT,10,glucose,2021-07-19,7.282222222222222,0.5005666666666666
D5,0.899,WT,11,glucose,2021-07-19,7.282222222222222,0.5005666666666666
D6,0.888,WT,12,glucose,2021-07-19,7.282222222222222,0.5005666666666666
D7,0.89,WT,13,glucose,2021-07-19,7.282222222222222,0.5005666666666666
D8,0.892,WT,14,glucose,2021-07-19,7.282222222222222,0.5005666666666666
D9,0.888,WT,15,glucose,2021-07-19,7.282222222222222,0.5005666666666666
D10,0.883,WT,16,glucose,2021-07-19,7.282222222222222,0.5005666666666666
E3,0.846,WT,17,glucose,2021-07-19,7.282222222222222,0.5005666666666666
E4,0.82,WT,18,glucose,2021-07-19,7.282222222222222,0.5005666666666666
E5,0.874,WT,19,glucose,2021-07-19,7.282222222222222,0.5005666666666666
E6,0.883,WT,20,glucose,2021-07-19,7.282222222222222,0.5005666666666666
E7,0.882,WT,21,glucose,2021-07-19,7.282222222222222,0.5005666666666666
E8,0.89,WT,22,glucose,2021-07-19,7.282222222222222,0.5005666666666666
E9,0.889,WT,23,glucose,2021-07-19,7.282222222222222,0.5005666666666666
E10,0.882,WT,24,glucose,2021-07-19,7.282222222222222,0.5005666666666666
F3,0.843,WT,25,glucose,2021-07-19,7.282222222222222,0.5005666666666666
F4,0.87,WT,26,glucose,2021-07-19,7.282222222222222,0.5005666666666666
F5,0.829,WT,27,glucose,2021-07-19,7.282222222222222,0.5005666666666666
F6,0.844,WT,28,glucose,2021-07-19,7.282222222222222,0.5005666666666666
F7,0.875,WT,29,glucose,2021-07-19,7.282222222222222,0.5005666666666666
F8,0.884,WT,30,glucose,2021-07-19,7.282222222222222,0.5005666666666666
F9,0.886,WT,31,glucose,2021-07-19,7.282222222222222,0.5005666666666666
F10,0.88,WT,32,glucose,2021-07-19,7.282222222222222,0.5005666666666666
C3,0.825,WT,1,glucose,2021-07-19,7.407777777777778,0.5033833333333333
C4,0.879,WT,2,glucose,2021-07-19,7.407777777777778,0.5033833333333333
C5,0.873,WT,3,glucose,2021-07-19,7.407777777777778,0.5033833333333333
C6,0.85,WT,4,glucose,2021-07-19,7.407777777777778,0.5033833333333333
C7,0.887,WT,5,glucose,2021-07-19,7.407777777777778,0.5033833333333333
C8,0.891,WT,6,glucose,2021-07-19,7.407777777777778,0.5033833333333333
C9,0.893,WT,7,glucose,2021-07-19,7.407777777777778,0.5033833333333333
C10,0.891,WT,8,glucose,2021-07-19,7.407777777777778,0.5033833333333333
D3,0.801,WT,9,glucose,2021-07-19,7.407777777777778,0.5033833333333333
D4,0.841,WT,10,glucose,2021-07-19,7.407777777777778,0.5033833333333333
D5,0.907,WT,11,glucose,2021-07-19,7.407777777777778,0.5033833333333333
D6,0.89,WT,12,glucose,2021-07-19,7.407777777777778,0.5033833333333333
D7,0.893,WT,13,glucose,2021-07-19,7.407777777777778,0.5033833333333333
D8,0.894,WT,14,glucose,2021-07-19,7.407777777777778,0.5033833333333333
D9,0.89,WT,15,glucose,2021-07-19,7.407777777777778,0.5033833333333333
D10,0.892,WT,16,glucose,2021-07-19,7.407777777777778,0.5033833333333333
E3,0.858,WT,17,glucose,2021-07-19,7.407777777777778,0.5033833333333333
E4,0.839,WT,18,glucose,2021-07-19,7.407777777777778,0.5033833333333333
E5,0.878,WT,19,glucose,2021-07-19,7.407777777777778,0.5033833333333333
E6,0.885,WT,20,glucose,2021-07-19,7.407777777777778,0.5033833333333333
E7,0.884,WT,21,glucose,2021-07-19,7.407777777777778,0.5033833333333333
E8,0.892,WT,22,glucose,2021-07-19,7.407777777777778,0.5033833333333333
E9,0.891,WT,23,glucose,2021-07-19,7.407777777777778,0.5033833333333333
E10,0.89,WT,24,glucose,2021-07-19,7.407777777777778,0.5033833333333333
F3,0.853,WT,25,glucose,2021-07-19,7.407777777777778,0.5033833333333333
F4,0.873,WT,26,glucose,2021-07-19,7.407777777777778,0.5033833333333333
F5,0.832,WT,27,glucose,2021-07-19,7.407777777777778,0.5033833333333333
F6,0.846,WT,28,glucose,2021-07-19,7.407777777777778,0.5033833333333333
F7,0.877,WT,29,glucose,2021-07-19,7.407777777777778,0.5033833333333333
F8,0.886,WT,30,glucose,2021-07-19,7.407777777777778,0.5033833333333333
F9,0.891,WT,31,glucose,2021-07-19,7.407777777777778,0.5033833333333333
F10,0.889,WT,32,glucose,2021-07-19,7.407777777777778,0.5033833333333333
C3,0.827,WT,1,glucose,2021-07-19,7.533333333333333,0.5041666666666667
C4,0.879,WT,2,glucose,2021-07-19,7.533333333333333,0.5041666666666667
C5,0.873,WT,3,glucose,2021-07-19,7.533333333333333,0.5041666666666667
C6,0.849,WT,4,glucose,2021-07-19,7.533333333333333,0.5041666666666667
C7,0.885,WT,5,glucose,2021-07-19,7.533333333333333,0.5041666666666667
C8,0.89,WT,6,glucose,2021-07-19,7.533333333333333,0.5041666666666667
C9,0.891,WT,7,glucose,2021-07-19,7.533333333333333,0.5041666666666667
C10,0.895,WT,8,glucose,2021-07-19,7.533333333333333,0.5041666666666667
D3,0.812,WT,9,glucose,2021-07-19,7.533333333333333,0.5041666666666667
D4,0.844,WT,10,glucose,2021-07-19,7.533333333333333,0.5041666666666667
D5,0.916,WT,11,glucose,2021-07-19,7.533333333333333,0.5041666666666667
D6,0.889,WT,12,glucose,2021-07-19,7.533333333333333,0.5041666666666667
D7,0.891,WT,13,glucose,2021-07-19,7.533333333333333,0.5041666666666667
