well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class
C3,0.097,GC073,1,acetate,2021-08-12,2,0.0,0.07911111111111112,∆rbs ∆glt,Double KO
C4,0.098,GC069,1,acetate,2021-08-12,2,0.0,0.07911111111111112,∆flh ∆glt,Double KO
C5,0.094,GC075,1,acetate,2021-08-12,2,0.0,0.07911111111111112,∆dpp ∆glt,Double KO
C6,0.092,GC070,1,acetate,2021-08-12,2,0.0,0.07911111111111112,∆opp ∆glt,Double KO
C7,0.09,GC065,1,acetate,2021-08-12,2,0.0,0.07911111111111112,∆mgl ∆glt,Double KO
C8,0.093,GC098,1,acetate,2021-08-12,2,0.0,0.07911111111111112,∆nmp ∆glt,Double KO
C9,0.092,GC074,1,acetate,2021-08-12,2,0.0,0.07911111111111112,∆his ∆glt,Double KO
C10,0.091,GC097,1,acetate,2021-08-12,2,0.0,0.07911111111111112,∆pot ∆glt,Double KO
D3,0.095,GC073,2,acetate,2021-08-12,2,0.0,0.07911111111111112,∆rbs ∆glt,Double KO
D4,0.095,GC069,2,acetate,2021-08-12,2,0.0,0.07911111111111112,∆flh ∆glt,Double KO
D5,0.091,GC075,2,acetate,2021-08-12,2,0.0,0.07911111111111112,∆dpp ∆glt,Double KO
D6,0.093,GC070,2,acetate,2021-08-12,2,0.0,0.07911111111111112,∆opp ∆glt,Double KO
D7,0.09,GC065,2,acetate,2021-08-12,2,0.0,0.07911111111111112,∆mgl ∆glt,Double KO
D8,0.093,GC098,2,acetate,2021-08-12,2,0.0,0.07911111111111112,∆nmp ∆glt,Double KO
D9,0.091,GC074,2,acetate,2021-08-12,2,0.0,0.07911111111111112,∆his ∆glt,Double KO
D10,0.09,GC097,2,acetate,2021-08-12,2,0.0,0.07911111111111112,∆pot ∆glt,Double KO
E3,0.095,GC073,3,acetate,2021-08-12,2,0.0,0.07911111111111112,∆rbs ∆glt,Double KO
E4,0.095,GC069,3,acetate,2021-08-12,2,0.0,0.07911111111111112,∆flh ∆glt,Double KO
E5,0.092,GC075,3,acetate,2021-08-12,2,0.0,0.07911111111111112,∆dpp ∆glt,Double KO
E6,0.093,GC070,3,acetate,2021-08-12,2,0.0,0.07911111111111112,∆opp ∆glt,Double KO
E7,0.092,GC065,3,acetate,2021-08-12,2,0.0,0.07911111111111112,∆mgl ∆glt,Double KO
E8,0.095,GC098,3,acetate,2021-08-12,2,0.0,0.07911111111111112,∆nmp ∆glt,Double KO
E9,0.092,GC074,3,acetate,2021-08-12,2,0.0,0.07911111111111112,∆his ∆glt,Double KO
E10,0.092,GC097,3,acetate,2021-08-12,2,0.0,0.07911111111111112,∆pot ∆glt,Double KO
F3,0.092,GC084,1,acetate,2021-08-12,2,0.0,0.07911111111111112,∆mal ∆glt,Double KO
F4,0.092,GC084,2,acetate,2021-08-12,2,0.0,0.07911111111111112,∆mal ∆glt,Double KO
F5,0.092,GC084,3,acetate,2021-08-12,2,0.0,0.07911111111111112,∆mal ∆glt,Double KO
F6,0.096,GC106,1,acetate,2021-08-12,2,0.0,0.07911111111111112,∆flh ∆rbs,Double KO
