well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class
C3,0.097,GC064,1,acetate,2021-08-17,2,0.0,0.07903703703703703,∆opp ∆rbs,Double KO
C4,0.099,GC079,1,acetate,2021-08-17,2,0.0,0.07903703703703703,∆mgl ∆rbs,Double KO
C5,0.1,GC099,1,acetate,2021-08-17,2,0.0,0.07903703703703703,∆nmp ∆flh,Double KO
C6,0.097,GC082,1,acetate,2021-08-17,2,0.0,0.07903703703703703,∆mgl ∆flh,Double KO
C7,0.098,GC072,1,acetate,2021-08-17,2,0.0,0.07903703703703703,∆nmp ∆rbs,Double KO
C8,0.096,GC066,1,acetate,2021-08-17,2,0.0,0.07903703703703703,∆his ∆rbs,Double KO
C9,0.095,GC090,1,acetate,2021-08-17,2,0.0,0.07903703703703703,∆pot ∆rbs,Double KO
C10,0.098,GC085,1,acetate,2021-08-17,2,0.0,0.07903703703703703,∆mal ∆rbs,Double KO
D3,0.102,GC064,2,acetate,2021-08-17,2,0.0,0.07903703703703703,∆opp ∆rbs,Double KO
D4,0.097,GC079,2,acetate,2021-08-17,2,0.0,0.07903703703703703,∆mgl ∆rbs,Double KO
D5,0.099,GC099,2,acetate,2021-08-17,2,0.0,0.07903703703703703,∆nmp ∆flh,Double KO
D6,0.098,GC082,2,acetate,2021-08-17,2,0.0,0.07903703703703703,∆mgl ∆flh,Double KO
D7,0.099,GC072,2,acetate,2021-08-17,2,0.0,0.07903703703703703,∆nmp ∆rbs,Double KO
D8,0.096,GC066,2,acetate,2021-08-17,2,0.0,0.07903703703703703,∆his ∆rbs,Double KO
D9,0.094,GC090,2,acetate,2021-08-17,2,0.0,0.07903703703703703,∆pot ∆rbs,Double KO
D10,0.097,GC085,2,acetate,2021-08-17,2,0.0,0.07903703703703703,∆mal ∆rbs,Double KO
E3,0.095,GC064,3,acetate,2021-08-17,2,0.0,0.07903703703703703,∆opp ∆rbs,Double KO
E4,0.099,GC079,3,acetate,2021-08-17,2,0.0,0.07903703703703703,∆mgl ∆rbs,Double KO
E5,0.099,GC099,3,acetate,2021-08-17,2,0.0,0.07903703703703703,∆nmp ∆flh,Double KO
E6,0.099,GC082,3,acetate,2021-08-17,2,0.0,0.07903703703703703,∆mgl ∆flh,Double KO
E7,0.099,GC072,3,acetate,2021-08-17,2,0.0,0.07903703703703703,∆nmp ∆rbs,Double KO
E8,0.096,GC066,3,acetate,2021-08-17,2,0.0,0.07903703703703703,∆his ∆rbs,Double KO
E9,0.095,GC090,3,acetate,2021-08-17,2,0.0,0.07903703703703703,∆pot ∆rbs,Double KO
E10,0.099,GC085,3,acetate,2021-08-17,2,0.0,0.07903703703703703,∆mal ∆rbs,Double KO
F3,0.099,GC067,1,acetate,2021-08-17,2,0.0,0.07903703703703703,∆opp ∆flh,Double KO
F4,0.099,GC067,2,acetate,2021-08-17,2,0.0,0.07903703703703703,∆opp ∆flh,Double KO
F5,0.098,GC067,3,acetate,2021-08-17,2,0.0,0.07903703703703703,∆opp ∆flh,Double KO
F6,0.099,GC071,1,acetate,2021-08-17,2,0.0,0.07903703703703703,∆dpp ∆flh,Double KO
F7,0.1,GC071,2,acetate,2021-08-17,2,0.0,0.07903703703703703,∆dpp ∆flh,Double KO
F8,0.098,GC071,3,acetate,2021-08-17,2,0.0,0.07903703703703703,∆dpp ∆flh,Double KO
F9,0.101,GC068,1,acetate,2021-08-17,2,0.0,0.07903703703703703,∆his ∆flh,Double KO
F10,0.1,GC068,2,acetate,2021-08-17,2,0.0,0.07903703703703703,∆his ∆flh,Double KO
F11,0.097,GC068,3,acetate,2021-08-17,2,0.0,0.07903703703703703,∆his ∆flh,Double KO
C3,0.098,GC064,1,acetate,2021-08-17,2,0.12555555555555556,0.07907407407407409,∆opp ∆rbs,Double KO
C4,0.1,GC079,1,acetate,2021-08-17,2,0.12555555555555556,0.07907407407407409,∆mgl ∆rbs,Double KO
C5,0.101,GC099,1,acetate,2021-08-17,2,0.12555555555555556,0.07907407407407409,∆nmp ∆flh,Double KO
C6,0.098,GC082,1,acetate,2021-08-17,2,0.12555555555555556,0.07907407407407409,∆mgl ∆flh,Double KO
C7,0.099,GC072,1,acetate,2021-08-17,2,0.12555555555555556,0.07907407407407409,∆nmp ∆rbs,Double KO
C8,0.097,GC066,1,acetate,2021-08-17,2,0.12555555555555556,0.07907407407407409,∆his ∆rbs,Double KO
C9,0.096,GC090,1,acetate,2021-08-17,2,0.12555555555555556,0.07907407407407409,∆pot ∆rbs,Double KO
C10,0.099,GC085,1,acetate,2021-08-17,2,0.12555555555555556,0.07907407407407409,∆mal ∆rbs,Double KO
D3,0.103,GC064,2,acetate,2021-08-17,2,0.12555555555555556,0.07907407407407409,∆opp ∆rbs,Double KO
D4,0.098,GC079,2,acetate,2021-08-17,2,0.12555555555555556,0.07907407407407409,∆mgl ∆rbs,Double KO
