strain,elapsed_time_hr,od_600nm,technical_replicate,growth_medium,date,run_number,identifier,class
∆dpp ∆glt,0.0,0.03040740740740741,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.12555555555555564,0.03244444444444444,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.2511111111111113,0.035444444444444445,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.3766666666666669,0.038370370370370374,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.5022222222222217,0.04137037037037038,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.6277777777777773,0.04455555555555556,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.753333333333333,0.049370370370370384,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.8788888888888886,0.05344444444444445,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.0044444444444443,0.058370370370370364,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.13,0.0634074074074074,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.2555555555555555,0.06907407407407405,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.3811111111111112,0.07529629629629629,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.5066666666666668,0.0822962962962963,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.6322222222222225,0.08944444444444445,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.7577777777777772,0.09637037037037034,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.8833333333333329,0.10325925925925926,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.0088888888888885,0.11222222222222221,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.134444444444444,0.11944444444444445,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.26,0.12837037037037036,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.3855555555555554,0.13725925925925925,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.511111111111111,0.1452222222222222,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.6366666666666667,0.15411111111111114,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.7622222222222224,0.16329629629629627,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.887777777777778,0.1721111111111111,1,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.0,0.03144444444444444,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.12555555555555564,0.03344444444444444,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.2511111111111113,0.036370370370370386,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.37666666666666604,0.039370370370370375,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.5022222222222217,0.042555555555555555,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.6277777777777773,0.04637037037037038,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.753333333333333,0.050444444444444445,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.8788888888888886,0.05537037037037036,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.0044444444444443,0.060407407407407424,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.13,0.06507407407407405,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.2555555555555555,0.07129629629629629,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.3811111111111112,0.0772962962962963,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.5066666666666668,0.08444444444444445,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.6322222222222216,0.09137037037037037,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.7577777777777772,0.09825925925925925,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.8833333333333329,0.1062222222222222,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.0088888888888885,0.11444444444444445,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.134444444444444,0.12237037037037037,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.26,0.13025925925925924,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.3855555555555554,0.1392222222222222,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.511111111111111,0.14811111111111114,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.6366666666666667,0.15629629629629627,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.7622222222222224,0.1651111111111111,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.887777777777778,0.17529629629629628,2,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.0,0.03244444444444444,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.12555555555555564,0.034444444444444444,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.2511111111111113,0.03737037037037039,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.37666666666666604,0.040370370370370376,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.5022222222222217,0.04455555555555556,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.6277777777777773,0.04737037037037038,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.753333333333333,0.052444444444444446,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,0.8788888888888886,0.05637037037037036,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.0044444444444443,0.0614074074074074,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.13,0.06707407407407405,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.2555555555555555,0.07329629629629629,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.3811111111111112,0.0792962962962963,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.5066666666666668,0.08644444444444445,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.6322222222222216,0.09337037037037034,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.7577777777777772,0.10025925925925926,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,1.8833333333333329,0.1082222222222222,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.0088888888888885,0.11644444444444445,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.134444444444444,0.12437037037037034,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.26,0.13225925925925924,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.3855555555555554,0.1412222222222222,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.511111111111111,0.15011111111111114,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.6366666666666667,0.15929629629629627,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.7622222222222224,0.1681111111111111,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆glt,2.887777777777778,0.17729629629629629,3,acetate,2021-08-14,1,GC075,Double KO
∆dpp ∆rbs,0.0,0.030555555555555558,1,acetate,2021-08-14,1,GC100,Double KO
∆dpp ∆rbs,0.12555555555555564,0.03255555555555556,1,acetate,2021-08-14,1,GC100,Double KO
∆dpp ∆rbs,0.2511111111111113,0.034444444444444444,1,acetate,2021-08-14,1,GC100,Double KO
