well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class
C3,0.094,GC032,1,acetate,2021-08-30,1,0.0,0.07940740740740741,∆mal,Single KO
C4,0.089,GC049,1,acetate,2021-08-30,1,0.0,0.07940740740740741,∆pot,Single KO
C5,0.09,GC052,1,acetate,2021-08-30,1,0.0,0.07940740740740741,∆nmp,Single KO
C6,0.087,GC047,1,acetate,2021-08-30,1,0.0,0.07940740740740741,∆his,Single KO
C7,0.089,GC050,1,acetate,2021-08-30,1,0.0,0.07940740740740741,∆rbs,Single KO
C8,0.089,GC048,1,acetate,2021-08-30,1,0.0,0.07940740740740741,∆dpp,Single KO
C9,0.084,GC053,1,acetate,2021-08-30,1,0.0,0.07940740740740741,∆opp,Single KO
C10,0.089,GC055,1,acetate,2021-08-30,1,0.0,0.07940740740740741,∆mgl,Single KO
D3,0.091,GC032,2,acetate,2021-08-30,1,0.0,0.07940740740740741,∆mal,Single KO
D4,0.087,GC049,2,acetate,2021-08-30,1,0.0,0.07940740740740741,∆pot,Single KO
D5,0.089,GC052,2,acetate,2021-08-30,1,0.0,0.07940740740740741,∆nmp,Single KO
D6,0.088,GC047,2,acetate,2021-08-30,1,0.0,0.07940740740740741,∆his,Single KO
D7,0.089,GC050,2,acetate,2021-08-30,1,0.0,0.07940740740740741,∆rbs,Single KO
D8,0.088,GC048,2,acetate,2021-08-30,1,0.0,0.07940740740740741,∆dpp,Single KO
D9,0.084,GC053,2,acetate,2021-08-30,1,0.0,0.07940740740740741,∆opp,Single KO
D10,0.09,GC055,2,acetate,2021-08-30,1,0.0,0.07940740740740741,∆mgl,Single KO
E3,0.089,GC032,3,acetate,2021-08-30,1,0.0,0.07940740740740741,∆mal,Single KO
E4,0.086,GC049,3,acetate,2021-08-30,1,0.0,0.07940740740740741,∆pot,Single KO
E5,0.089,GC052,3,acetate,2021-08-30,1,0.0,0.07940740740740741,∆nmp,Single KO
E6,0.087,GC047,3,acetate,2021-08-30,1,0.0,0.07940740740740741,∆his,Single KO
E7,0.09,GC050,3,acetate,2021-08-30,1,0.0,0.07940740740740741,∆rbs,Single KO
E8,0.088,GC048,3,acetate,2021-08-30,1,0.0,0.07940740740740741,∆dpp,Single KO
E9,0.085,GC053,3,acetate,2021-08-30,1,0.0,0.07940740740740741,∆opp,Single KO
E10,0.089,GC055,3,acetate,2021-08-30,1,0.0,0.07940740740740741,∆mgl,Single KO
F3,0.09,GC030,1,acetate,2021-08-30,1,0.0,0.07940740740740741,∆glt,Single KO
F4,0.089,GC030,2,acetate,2021-08-30,1,0.0,0.07940740740740741,∆glt,Single KO
F5,0.089,GC030,3,acetate,2021-08-30,1,0.0,0.07940740740740741,∆glt,Single KO
