growth_medium,high,low,percentile,replicate,strain
acetate,0.5876503500000005,0.5849055500000001,5.0,hyperparameter,∆dpp ∆glt
acetate,0.624468599999942,0.553342725000001,95.0,0,∆dpp ∆glt
acetate,0.601661875,0.5709371249999999,75.0,0,∆dpp ∆glt
acetate,0.5945834999999999,0.57750775,50.0,0,∆dpp ∆glt
acetate,0.59004,0.58247825,25.0,0,∆dpp ∆glt
acetate,0.5876503500000005,0.5849055500000001,5.0,0,∆dpp ∆glt
acetate,0.624468599999942,0.553342725000001,95.0,1,∆dpp ∆glt
acetate,0.601661875,0.5709371249999999,75.0,1,∆dpp ∆glt
acetate,0.5945834999999999,0.57750775,50.0,1,∆dpp ∆glt
acetate,0.59004,0.58247825,25.0,1,∆dpp ∆glt
acetate,0.5876503500000005,0.5849055500000001,5.0,1,∆dpp ∆glt
acetate,0.624468599999942,0.553342725000001,95.0,2,∆dpp ∆glt
acetate,0.601661875,0.5709371249999999,75.0,2,∆dpp ∆glt
acetate,0.5945834999999999,0.57750775,50.0,2,∆dpp ∆glt
acetate,0.59004,0.58247825,25.0,2,∆dpp ∆glt
acetate,0.5876503500000005,0.5849055500000001,5.0,2,∆dpp ∆glt
acetate,0.624468599999942,0.553342725000001,95.0,3,∆dpp ∆glt
acetate,0.601661875,0.5709371249999999,75.0,3,∆dpp ∆glt
acetate,0.5945834999999999,0.57750775,50.0,3,∆dpp ∆glt
acetate,0.59004,0.58247825,25.0,3,∆dpp ∆glt
acetate,0.5876503500000005,0.5849055500000001,5.0,3,∆dpp ∆glt
acetate,0.624468599999942,0.553342725000001,95.0,4,∆dpp ∆glt
acetate,0.601661875,0.5709371249999999,75.0,4,∆dpp ∆glt
acetate,0.5945834999999999,0.57750775,50.0,4,∆dpp ∆glt
acetate,0.59004,0.58247825,25.0,4,∆dpp ∆glt
acetate,0.5876503500000005,0.5849055500000001,5.0,4,∆dpp ∆glt
acetate,0.4966891249999995,0.40027557500000077,95.0,hyperparameter,∆dpp ∆rbs
acetate,0.47332799999999997,0.43127600000000005,75.0,hyperparameter,∆dpp ∆rbs
acetate,0.4631815,0.44109325,50.0,hyperparameter,∆dpp ∆rbs
acetate,0.45742700000000003,0.447226,25.0,hyperparameter,∆dpp ∆rbs
acetate,0.45420170000000115,0.45012750000000046,5.0,hyperparameter,∆dpp ∆rbs
acetate,0.4966891249999995,0.40027557500000077,95.0,0,∆dpp ∆rbs
acetate,0.47332799999999997,0.43127600000000005,75.0,0,∆dpp ∆rbs
acetate,0.4631815,0.44109325,50.0,0,∆dpp ∆rbs
acetate,0.45742700000000003,0.447226,25.0,0,∆dpp ∆rbs
acetate,0.45420170000000115,0.45012750000000046,5.0,0,∆dpp ∆rbs
acetate,0.4966891249999995,0.40027557500000077,95.0,1,∆dpp ∆rbs
acetate,0.47332799999999997,0.43127600000000005,75.0,1,∆dpp ∆rbs
acetate,0.4631815,0.44109325,50.0,1,∆dpp ∆rbs
acetate,0.45742700000000003,0.447226,25.0,1,∆dpp ∆rbs
acetate,0.45420170000000115,0.45012750000000046,5.0,1,∆dpp ∆rbs
acetate,0.4966891249999995,0.40027557500000077,95.0,2,∆dpp ∆rbs
acetate,0.47332799999999997,0.43127600000000005,75.0,2,∆dpp ∆rbs
acetate,0.4631815,0.44109325,50.0,2,∆dpp ∆rbs
acetate,0.45742700000000003,0.447226,25.0,2,∆dpp ∆rbs
acetate,0.45420170000000115,0.45012750000000046,5.0,2,∆dpp ∆rbs
acetate,0.4966891249999995,0.40027557500000077,95.0,3,∆dpp ∆rbs
acetate,0.47332799999999997,0.43127600000000005,75.0,3,∆dpp ∆rbs
acetate,0.4631815,0.44109325,50.0,3,∆dpp ∆rbs
acetate,0.45742700000000003,0.447226,25.0,3,∆dpp ∆rbs
acetate,0.45420170000000115,0.45012750000000046,5.0,3,∆dpp ∆rbs
acetate,0.4966891249999995,0.40027557500000077,95.0,4,∆dpp ∆rbs
acetate,0.47332799999999997,0.43127600000000005,75.0,4,∆dpp ∆rbs
acetate,0.4631815,0.44109325,50.0,4,∆dpp ∆rbs
acetate,0.45742700000000003,0.447226,25.0,4,∆dpp ∆rbs
acetate,0.45420170000000115,0.45012750000000046,5.0,4,∆dpp ∆rbs
acetate,0.47602887499999674,0.44854462500000053,95.0,hyperparameter,∆flh
acetate,0.46742,0.454857625,75.0,hyperparameter,∆flh
acetate,0.464577,0.45756075,50.0,hyperparameter,∆flh
acetate,0.4625595,0.4594235,25.0,hyperparameter,∆flh
acetate,0.4616134500000002,0.46037855000000005,5.0,hyperparameter,∆flh
acetate,0.47602887499999674,0.44854462500000053,95.0,0,∆flh
acetate,0.46742,0.454857625,75.0,0,∆flh
acetate,0.464577,0.45756075,50.0,0,∆flh
acetate,0.4625595,0.4594235,25.0,0,∆flh
acetate,0.4616134500000002,0.46037855000000005,5.0,0,∆flh
acetate,0.47602887499999674,0.44854462500000053,95.0,1,∆flh
acetate,0.46742,0.454857625,75.0,1,∆flh
acetate,0.464577,0.45756075,50.0,1,∆flh
acetate,0.4625595,0.4594235,25.0,1,∆flh
acetate,0.4616134500000002,0.46037855000000005,5.0,1,∆flh
acetate,0.47602887499999674,0.44854462500000053,95.0,2,∆flh
acetate,0.46742,0.454857625,75.0,2,∆flh
acetate,0.464577,0.45756075,50.0,2,∆flh
acetate,0.4625595,0.4594235,25.0,2,∆flh
acetate,0.4616134500000002,0.46037855000000005,5.0,2,∆flh
acetate,0.47602887499999674,0.44854462500000053,95.0,3,∆flh
acetate,0.46742,0.454857625,75.0,3,∆flh
acetate,0.464577,0.45756075,50.0,3,∆flh
acetate,0.4625595,0.4594235,25.0,3,∆flh
acetate,0.4616134500000002,0.46037855000000005,5.0,3,∆flh
acetate,0.47602887499999674,0.44854462500000053,95.0,4,∆flh
acetate,0.46742,0.454857625,75.0,4,∆flh
acetate,0.464577,0.45756075,50.0,4,∆flh
acetate,0.4625595,0.4594235,25.0,4,∆flh
acetate,0.4616134500000002,0.46037855000000005,5.0,4,∆flh
acetate,0.5156668249999968,0.4450981750000009,95.0,hyperparameter,∆flh ∆glt
acetate,0.49616899999999997,0.465719375,75.0,hyperparameter,∆flh ∆glt
acetate,0.48910950000000003,0.4727805,50.0,hyperparameter,∆flh ∆glt
acetate,0.48483075,0.47723075000000004,25.0,hyperparameter,∆flh ∆glt
acetate,0.4824368000000008,0.4795266500000001,5.0,hyperparameter,∆flh ∆glt
acetate,0.5156668249999968,0.4450981750000009,95.0,0,∆flh ∆glt
acetate,0.49616899999999997,0.465719375,75.0,0,∆flh ∆glt
acetate,0.48910950000000003,0.4727805,50.0,0,∆flh ∆glt
acetate,0.48483075,0.47723075000000004,25.0,0,∆flh ∆glt
acetate,0.4824368000000008,0.4795266500000001,5.0,0,∆flh ∆glt
acetate,0.5156668249999968,0.4450981750000009,95.0,1,∆flh ∆glt
acetate,0.49616899999999997,0.465719375,75.0,1,∆flh ∆glt
acetate,0.48910950000000003,0.4727805,50.0,1,∆flh ∆glt
acetate,0.48483075,0.47723075000000004,25.0,1,∆flh ∆glt
acetate,0.4824368000000008,0.4795266500000001,5.0,1,∆flh ∆glt
acetate,0.5156668249999968,0.4450981750000009,95.0,2,∆flh ∆glt
acetate,0.49616899999999997,0.465719375,75.0,2,∆flh ∆glt
acetate,0.48910950000000003,0.4727805,50.0,2,∆flh ∆glt
acetate,0.48483075,0.47723075000000004,25.0,2,∆flh ∆glt
acetate,0.4824368000000008,0.4795266500000001,5.0,2,∆flh ∆glt
acetate,0.5156668249999968,0.4450981750000009,95.0,3,∆flh ∆glt
acetate,0.49616899999999997,0.465719375,75.0,3,∆flh ∆glt
acetate,0.48910950000000003,0.4727805,50.0,3,∆flh ∆glt
acetate,0.48483075,0.47723075000000004,25.0,3,∆flh ∆glt
acetate,0.4824368000000008,0.4795266500000001,5.0,3,∆flh ∆glt
acetate,0.5156668249999968,0.4450981750000009,95.0,4,∆flh ∆glt
acetate,0.49616899999999997,0.465719375,75.0,4,∆flh ∆glt
acetate,0.48910950000000003,0.4727805,50.0,4,∆flh ∆glt
acetate,0.48483075,0.47723075000000004,25.0,4,∆flh ∆glt
acetate,0.4824368000000008,0.4795266500000001,5.0,4,∆flh ∆glt
acetate,0.5343749999999963,0.3733263500000011,95.0,hyperparameter,∆flh ∆rbs
acetate,0.4872185,0.41618374999999996,75.0,hyperparameter,∆flh ∆rbs
acetate,0.4711775,0.431839,50.0,hyperparameter,∆flh ∆rbs
acetate,0.46081125,0.442739,25.0,hyperparameter,∆flh ∆rbs
acetate,0.45576490000000036,0.44821765000000013,5.0,hyperparameter,∆flh ∆rbs
acetate,0.5343749999999963,0.3733263500000011,95.0,0,∆flh ∆rbs
acetate,0.4872185,0.41618374999999996,75.0,0,∆flh ∆rbs
acetate,0.4711775,0.431839,50.0,0,∆flh ∆rbs
acetate,0.46081125,0.442739,25.0,0,∆flh ∆rbs
acetate,0.45576490000000036,0.44821765000000013,5.0,0,∆flh ∆rbs
acetate,0.5343749999999963,0.3733263500000011,95.0,1,∆flh ∆rbs
acetate,0.4872185,0.41618374999999996,75.0,1,∆flh ∆rbs
acetate,0.4711775,0.431839,50.0,1,∆flh ∆rbs
acetate,0.46081125,0.442739,25.0,1,∆flh ∆rbs
acetate,0.45576490000000036,0.44821765000000013,5.0,1,∆flh ∆rbs
acetate,0.5343749999999963,0.3733263500000011,95.0,2,∆flh ∆rbs
acetate,0.4872185,0.41618374999999996,75.0,2,∆flh ∆rbs
acetate,0.4711775,0.431839,50.0,2,∆flh ∆rbs
acetate,0.46081125,0.442739,25.0,2,∆flh ∆rbs
acetate,0.45576490000000036,0.44821765000000013,5.0,2,∆flh ∆rbs
acetate,0.5343749999999963,0.3733263500000011,95.0,3,∆flh ∆rbs
acetate,0.4872185,0.41618374999999996,75.0,3,∆flh ∆rbs
acetate,0.4711775,0.431839,50.0,3,∆flh ∆rbs
acetate,0.46081125,0.442739,25.0,3,∆flh ∆rbs
acetate,0.45576490000000036,0.44821765000000013,5.0,3,∆flh ∆rbs
acetate,0.5343749999999963,0.3733263500000011,95.0,4,∆flh ∆rbs
acetate,0.4872185,0.41618374999999996,75.0,4,∆flh ∆rbs
acetate,0.4711775,0.431839,50.0,4,∆flh ∆rbs
acetate,0.46081125,0.442739,25.0,4,∆flh ∆rbs
acetate,0.45576490000000036,0.44821765000000013,5.0,4,∆flh ∆rbs
acetate,0.7215203999999948,0.4841852000000051,95.0,hyperparameter,∆glt
acetate,0.6613797499999999,0.55855225,75.0,hyperparameter,∆glt
acetate,0.638035,0.5849075,50.0,hyperparameter,∆glt
acetate,0.6239,0.6000085000000001,25.0,hyperparameter,∆glt
acetate,0.617117950000002,0.6073419000000008,5.0,hyperparameter,∆glt
acetate,0.7215203999999948,0.4841852000000051,95.0,0,∆glt
acetate,0.6613797499999999,0.55855225,75.0,0,∆glt
acetate,0.638035,0.5849075,50.0,0,∆glt
acetate,0.6239,0.6000085000000001,25.0,0,∆glt
acetate,0.617117950000002,0.6073419000000008,5.0,0,∆glt
acetate,0.7215203999999948,0.4841852000000051,95.0,1,∆glt
acetate,0.6613797499999999,0.55855225,75.0,1,∆glt
acetate,0.638035,0.5849075,50.0,1,∆glt
acetate,0.6239,0.6000085000000001,25.0,1,∆glt
acetate,0.617117950000002,0.6073419000000008,5.0,1,∆glt
acetate,0.7215203999999948,0.4841852000000051,95.0,2,∆glt
acetate,0.6613797499999999,0.55855225,75.0,2,∆glt
acetate,0.638035,0.5849075,50.0,2,∆glt
acetate,0.6239,0.6000085000000001,25.0,2,∆glt
acetate,0.617117950000002,0.6073419000000008,5.0,2,∆glt
acetate,0.7215203999999948,0.4841852000000051,95.0,3,∆glt
acetate,0.6613797499999999,0.55855225,75.0,3,∆glt
acetate,0.638035,0.5849075,50.0,3,∆glt
acetate,0.6239,0.6000085000000001,25.0,3,∆glt
acetate,0.617117950000002,0.6073419000000008,5.0,3,∆glt
acetate,0.7215203999999948,0.4841852000000051,95.0,4,∆glt
acetate,0.6613797499999999,0.55855225,75.0,4,∆glt
acetate,0.638035,0.5849075,50.0,4,∆glt
acetate,0.6239,0.6000085000000001,25.0,4,∆glt
acetate,0.617117950000002,0.6073419000000008,5.0,4,∆glt
acetate,0.5740278999999892,0.5254755250000002,95.0,hyperparameter,∆his
acetate,0.560111875,0.537634125,75.0,hyperparameter,∆his
acetate,0.55484625,0.54298675,50.0,hyperparameter,∆his
acetate,0.55146925,0.54615,25.0,hyperparameter,∆his
acetate,0.549765250000001,0.5476483000000003,5.0,hyperparameter,∆his
acetate,0.5740278999999892,0.5254755250000002,95.0,0,∆his
acetate,0.560111875,0.537634125,75.0,0,∆his
acetate,0.55484625,0.54298675,50.0,0,∆his
acetate,0.55146925,0.54615,25.0,0,∆his
acetate,0.549765250000001,0.5476483000000003,5.0,0,∆his
acetate,0.5740278999999892,0.5254755250000002,95.0,1,∆his
acetate,0.560111875,0.537634125,75.0,1,∆his
acetate,0.55484625,0.54298675,50.0,1,∆his
acetate,0.55146925,0.54615,25.0,1,∆his
acetate,0.549765250000001,0.5476483000000003,5.0,1,∆his
acetate,0.5740278999999892,0.5254755250000002,95.0,2,∆his
acetate,0.560111875,0.537634125,75.0,2,∆his
acetate,0.55484625,0.54298675,50.0,2,∆his
acetate,0.55146925,0.54615,25.0,2,∆his
acetate,0.549765250000001,0.5476483000000003,5.0,2,∆his
acetate,0.5740278999999892,0.5254755250000002,95.0,3,∆his
acetate,0.560111875,0.537634125,75.0,3,∆his
acetate,0.55484625,0.54298675,50.0,3,∆his
acetate,0.55146925,0.54615,25.0,3,∆his
acetate,0.549765250000001,0.5476483000000003,5.0,3,∆his
acetate,0.5740278999999892,0.5254755250000002,95.0,4,∆his
acetate,0.560111875,0.537634125,75.0,4,∆his
acetate,0.55484625,0.54298675,50.0,4,∆his
acetate,0.55146925,0.54615,25.0,4,∆his
acetate,0.549765250000001,0.5476483000000003,5.0,4,∆his
acetate,2.0829125000000004,0.025317370000000002,95.0,hyperparameter,∆his ∆dpp
acetate,1.4347862500000002,0.123896,75.0,hyperparameter,∆his ∆dpp
acetate,1.0223425,0.2268515,50.0,hyperparameter,∆his ∆dpp
acetate,0.709129625,0.340853,25.0,hyperparameter,∆his ∆dpp
acetate,0.5665820500000007,0.431059,5.0,hyperparameter,∆his ∆dpp
acetate,2.0829125000000004,0.025317370000000002,95.0,0,∆his ∆dpp
acetate,1.4347862500000002,0.123896,75.0,0,∆his ∆dpp
acetate,1.0223425,0.2268515,50.0,0,∆his ∆dpp
acetate,0.709129625,0.340853,25.0,0,∆his ∆dpp
acetate,0.5665820500000007,0.431059,5.0,0,∆his ∆dpp
acetate,0.46511437499999864,0.44622472500000004,95.0,hyperparameter,∆his ∆flh
acetate,0.459755375,0.451359,75.0,hyperparameter,∆his ∆flh
acetate,0.4577865,0.45309,50.0,hyperparameter,∆his ∆flh
acetate,0.456477,0.454334625,25.0,hyperparameter,∆his ∆flh
acetate,0.45584425000000095,0.45494210000000007,5.0,hyperparameter,∆his ∆flh
acetate,0.46511437499999864,0.44622472500000004,95.0,0,∆his ∆flh
acetate,0.459755375,0.451359,75.0,0,∆his ∆flh
acetate,0.4577865,0.45309,50.0,0,∆his ∆flh
acetate,0.456477,0.454334625,25.0,0,∆his ∆flh
acetate,0.45584425000000095,0.45494210000000007,5.0,0,∆his ∆flh
acetate,0.46511437499999864,0.44622472500000004,95.0,1,∆his ∆flh
acetate,0.459755375,0.451359,75.0,1,∆his ∆flh
acetate,0.4577865,0.45309,50.0,1,∆his ∆flh
acetate,0.456477,0.454334625,25.0,1,∆his ∆flh
acetate,0.45584425000000095,0.45494210000000007,5.0,1,∆his ∆flh
acetate,0.46511437499999864,0.44622472500000004,95.0,2,∆his ∆flh
acetate,0.459755375,0.451359,75.0,2,∆his ∆flh
acetate,0.4577865,0.45309,50.0,2,∆his ∆flh
acetate,0.456477,0.454334625,25.0,2,∆his ∆flh
acetate,0.45584425000000095,0.45494210000000007,5.0,2,∆his ∆flh
acetate,0.46511437499999864,0.44622472500000004,95.0,3,∆his ∆flh
acetate,0.459755375,0.451359,75.0,3,∆his ∆flh
acetate,0.4577865,0.45309,50.0,3,∆his ∆flh
acetate,0.456477,0.454334625,25.0,3,∆his ∆flh
acetate,0.45584425000000095,0.45494210000000007,5.0,3,∆his ∆flh
acetate,0.46511437499999864,0.44622472500000004,95.0,4,∆his ∆flh
acetate,0.459755375,0.451359,75.0,4,∆his ∆flh
acetate,0.4577865,0.45309,50.0,4,∆his ∆flh
acetate,0.456477,0.454334625,25.0,4,∆his ∆flh
acetate,0.45584425000000095,0.45494210000000007,5.0,4,∆his ∆flh
acetate,0.5491709749999965,0.5205364750000001,95.0,hyperparameter,∆his ∆glt
acetate,0.5407854999999999,0.52763075,75.0,hyperparameter,∆his ∆glt
acetate,0.537456,0.53030975,50.0,hyperparameter,∆his ∆glt
acetate,0.535396375,0.532015625,25.0,hyperparameter,∆his ∆glt
acetate,0.5343088000000007,0.533018,5.0,hyperparameter,∆his ∆glt
acetate,0.5491709749999965,0.5205364750000001,95.0,0,∆his ∆glt
acetate,0.5407854999999999,0.52763075,75.0,0,∆his ∆glt
acetate,0.537456,0.53030975,50.0,0,∆his ∆glt
acetate,0.535396375,0.532015625,25.0,0,∆his ∆glt
acetate,0.5343088000000007,0.533018,5.0,0,∆his ∆glt
acetate,0.5491709749999965,0.5205364750000001,95.0,1,∆his ∆glt
acetate,0.5407854999999999,0.52763075,75.0,1,∆his ∆glt
acetate,0.537456,0.53030975,50.0,1,∆his ∆glt
acetate,0.535396375,0.532015625,25.0,1,∆his ∆glt
acetate,0.5343088000000007,0.533018,5.0,1,∆his ∆glt
acetate,0.5491709749999965,0.5205364750000001,95.0,2,∆his ∆glt
acetate,0.5407854999999999,0.52763075,75.0,2,∆his ∆glt
acetate,0.537456,0.53030975,50.0,2,∆his ∆glt
acetate,0.535396375,0.532015625,25.0,2,∆his ∆glt
acetate,0.5343088000000007,0.533018,5.0,2,∆his ∆glt
acetate,0.5491709749999965,0.5205364750000001,95.0,3,∆his ∆glt
acetate,0.5407854999999999,0.52763075,75.0,3,∆his ∆glt
acetate,0.537456,0.53030975,50.0,3,∆his ∆glt
acetate,0.535396375,0.532015625,25.0,3,∆his ∆glt
acetate,0.5343088000000007,0.533018,5.0,3,∆his ∆glt
acetate,0.5491709749999965,0.5205364750000001,95.0,4,∆his ∆glt
acetate,0.5407854999999999,0.52763075,75.0,4,∆his ∆glt
acetate,0.537456,0.53030975,50.0,4,∆his ∆glt
acetate,0.535396375,0.532015625,25.0,4,∆his ∆glt
acetate,0.5343088000000007,0.533018,5.0,4,∆his ∆glt
acetate,1.9081892500000002,0.060579759999999996,95.0,hyperparameter,∆his ∆opp
acetate,1.21514625,0.228352125,75.0,hyperparameter,∆his ∆opp
acetate,0.8923227499999999,0.38873425,50.0,hyperparameter,∆his ∆opp
acetate,0.692999625,0.48700699999999997,25.0,hyperparameter,∆his ∆opp
acetate,0.6139981000000001,0.53103365,5.0,hyperparameter,∆his ∆opp
acetate,1.9081892500000002,0.060579759999999996,95.0,0,∆his ∆opp
acetate,1.21514625,0.228352125,75.0,0,∆his ∆opp
acetate,0.8923227499999999,0.38873425,50.0,0,∆his ∆opp
acetate,0.692999625,0.48700699999999997,25.0,0,∆his ∆opp
acetate,0.6139981000000001,0.53103365,5.0,0,∆his ∆opp
acetate,0.4936332999999989,0.4441272750000002,95.0,hyperparameter,∆his ∆rbs
acetate,0.48098250000000004,0.456625,75.0,hyperparameter,∆his ∆rbs
acetate,0.475073,0.46203725,50.0,hyperparameter,∆his ∆rbs
acetate,0.4717665,0.465717,25.0,hyperparameter,∆his ∆rbs
acetate,0.4699134500000039,0.46756425000000074,5.0,hyperparameter,∆his ∆rbs
acetate,0.4936332999999989,0.4441272750000002,95.0,0,∆his ∆rbs
acetate,0.48098250000000004,0.456625,75.0,0,∆his ∆rbs
acetate,0.475073,0.46203725,50.0,0,∆his ∆rbs
acetate,0.4717665,0.465717,25.0,0,∆his ∆rbs
acetate,0.4699134500000039,0.46756425000000074,5.0,0,∆his ∆rbs
acetate,0.4936332999999989,0.4441272750000002,95.0,1,∆his ∆rbs
acetate,0.48098250000000004,0.456625,75.0,1,∆his ∆rbs
acetate,0.475073,0.46203725,50.0,1,∆his ∆rbs
acetate,0.4717665,0.465717,25.0,1,∆his ∆rbs
acetate,0.4699134500000039,0.46756425000000074,5.0,1,∆his ∆rbs
acetate,0.4936332999999989,0.4441272750000002,95.0,2,∆his ∆rbs
acetate,0.48098250000000004,0.456625,75.0,2,∆his ∆rbs
acetate,0.475073,0.46203725,50.0,2,∆his ∆rbs
acetate,0.4717665,0.465717,25.0,2,∆his ∆rbs
acetate,0.4699134500000039,0.46756425000000074,5.0,2,∆his ∆rbs
acetate,0.4936332999999989,0.4441272750000002,95.0,3,∆his ∆rbs
acetate,0.48098250000000004,0.456625,75.0,3,∆his ∆rbs
acetate,0.475073,0.46203725,50.0,3,∆his ∆rbs
acetate,0.4717665,0.465717,25.0,3,∆his ∆rbs
acetate,0.4699134500000039,0.46756425000000074,5.0,3,∆his ∆rbs
acetate,0.4936332999999989,0.4441272750000002,95.0,4,∆his ∆rbs
acetate,0.48098250000000004,0.456625,75.0,4,∆his ∆rbs
acetate,0.475073,0.46203725,50.0,4,∆his ∆rbs
acetate,0.4717665,0.465717,25.0,4,∆his ∆rbs
acetate,0.4699134500000039,0.46756425000000074,5.0,4,∆his ∆rbs
