strain,elapsed_time_hr,od_600nm,technical_replicate,growth_medium,date,run_number,identifier,class
WT,0.0,0.030962962962962984,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,0.12555555555555542,0.03192592592592593,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,0.25111111111111106,0.03292592592592593,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,0.3766666666666667,0.03381481481481484,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,0.5022222222222221,0.03444444444444446,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,0.6277777777777778,0.03574074074074075,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,0.7533333333333334,0.035481481481481475,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,0.8788888888888886,0.036740740740740754,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,1.0044444444444443,0.0378148148148148,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,1.13,0.038592592592592595,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,1.2555555555555555,0.03955555555555555,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,1.3811111111111112,0.040666666666666657,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,1.5066666666666668,0.041703703703703715,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,1.632222222222222,0.04251851851851851,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,1.7577777777777777,0.04322222222222222,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,1.8833333333333333,0.04466666666666666,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,2.008888888888889,0.04529629629629631,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,2.1344444444444446,0.046518518518518515,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,2.26,0.04755555555555556,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,2.3855555555555554,0.04859259259259259,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,2.511111111111111,0.04951851851851852,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,2.6366666666666667,0.0502962962962963,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,2.7622222222222224,0.05233333333333333,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,2.887777777777778,0.052592592592592594,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,3.0133333333333336,0.05448148148148148,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,3.1388888888888884,0.05525925925925926,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,3.264444444444444,0.056481481481481494,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,3.3899999999999997,0.05744444444444445,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,3.5155555555555553,0.05833333333333335,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,3.641111111111111,0.06029629629629628,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,3.7666666666666666,0.06137037037037035,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,3.8922222222222222,0.062333333333333324,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,4.017777777777778,0.06325925925925924,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,4.1433333333333335,0.06514814814814814,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,4.268888888888889,0.06614814814814815,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,4.394444444444445,0.06799999999999998,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,4.52,0.0691111111111111,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,4.645555555555555,0.07018518518518518,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,4.771111111111111,0.07107407407407407,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,4.8966666666666665,0.07307407407407407,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,5.022222222222222,0.07474074074074075,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,5.147777777777778,0.07603703703703704,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,5.273333333333333,0.0781111111111111,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,5.398888888888889,0.08000000000000002,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,5.524444444444445,0.08103703703703705,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,5.65,0.08299999999999999,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,5.775555555555555,0.08514814814814815,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,5.901111111111111,0.08696296296296296,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,6.026666666666666,0.08877777777777779,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,6.152222222222222,0.09096296296296294,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,6.277777777777778,0.09199999999999997,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,6.403333333333333,0.09496296296296294,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,6.528888888888889,0.09596296296296294,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,6.654444444444445,0.09792592592592592,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,6.779722222222223,0.09985185185185183,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,6.905555555555556,0.1028148148148148,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,7.0311111111111115,0.10496296296296295,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,7.156666666666667,0.10685185185185186,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,7.282222222222223,0.1088888888888889,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,7.4077777777777785,0.11185185185185184,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,7.533333333333334,0.11396296296296296,1,aspartate-minus,2022-02-17,1,GC001,WT
WT,7.658888888888888,0.11674074074074076,1,aspartate-minus,2022-02-17,1,GC001,WT
