strain,elapsed_time_hr,od_600nm,technical_replicate,growth_medium,date,run_number,identifier,class
WT,0.0,0.030555555555555558,1,acetate,2021-07-27,2,GC001,WT
WT,0.12555555555555564,0.03262962962962962,1,acetate,2021-07-27,2,GC001,WT
WT,0.2511111111111113,0.034518518518518504,1,acetate,2021-07-27,2,GC001,WT
WT,0.3766666666666669,0.03670370370370371,1,acetate,2021-07-27,2,GC001,WT
WT,0.5022222222222217,0.039518518518518495,1,acetate,2021-07-27,2,GC001,WT
WT,0.6277777777777773,0.042629629629629615,1,acetate,2021-07-27,2,GC001,WT
WT,0.753333333333333,0.04562962962962962,1,acetate,2021-07-27,2,GC001,WT
WT,0.8788888888888886,0.04862962962962962,1,acetate,2021-07-27,2,GC001,WT
WT,1.0044444444444443,0.0527037037037037,1,acetate,2021-07-27,2,GC001,WT
WT,1.13,0.05662962962962963,1,acetate,2021-07-27,2,GC001,WT
WT,1.2555555555555555,0.06048148148148148,1,acetate,2021-07-27,2,GC001,WT
WT,1.3811111111111112,0.0646296296296296,1,acetate,2021-07-27,2,GC001,WT
WT,1.5066666666666668,0.06955555555555555,1,acetate,2021-07-27,2,GC001,WT
WT,1.6322222222222225,0.07359259259259258,1,acetate,2021-07-27,2,GC001,WT
WT,1.7577777777777772,0.08162962962962962,1,acetate,2021-07-27,2,GC001,WT
WT,1.8833333333333329,0.08455555555555555,1,acetate,2021-07-27,2,GC001,WT
WT,2.0088888888888885,0.09259259259259257,1,acetate,2021-07-27,2,GC001,WT
WT,2.134444444444444,0.09851851851851849,1,acetate,2021-07-27,2,GC001,WT
WT,2.26,0.10366666666666664,1,acetate,2021-07-27,2,GC001,WT
WT,2.3855555555555554,0.10944444444444444,1,acetate,2021-07-27,2,GC001,WT
WT,2.511111111111111,0.11770370370370371,1,acetate,2021-07-27,2,GC001,WT
WT,2.6366666666666667,0.12444444444444443,1,acetate,2021-07-27,2,GC001,WT
WT,2.7622222222222224,0.1325925925925926,1,acetate,2021-07-27,2,GC001,WT
WT,2.887777777777778,0.1417037037037037,1,acetate,2021-07-27,2,GC001,WT
WT,3.0133333333333336,0.1494814814814815,1,acetate,2021-07-27,2,GC001,WT
WT,3.1388888888888893,0.15659259259259256,1,acetate,2021-07-27,2,GC001,WT
WT,3.264444444444445,0.16362962962962962,1,acetate,2021-07-27,2,GC001,WT
WT,3.3900000000000006,0.17151851851851851,1,acetate,2021-07-27,2,GC001,WT
WT,0.0,0.03162962962962962,2,acetate,2021-07-27,2,GC001,WT
WT,0.12555555555555564,0.034518518518518504,2,acetate,2021-07-27,2,GC001,WT
WT,0.2511111111111113,0.03770370370370371,2,acetate,2021-07-27,2,GC001,WT
WT,0.37666666666666604,0.040518518518518495,2,acetate,2021-07-27,2,GC001,WT
WT,0.5022222222222217,0.044629629629629616,2,acetate,2021-07-27,2,GC001,WT
WT,0.6277777777777773,0.04862962962962962,2,acetate,2021-07-27,2,GC001,WT
WT,0.753333333333333,0.05262962962962962,2,acetate,2021-07-27,2,GC001,WT
WT,0.8788888888888886,0.0567037037037037,2,acetate,2021-07-27,2,GC001,WT
WT,1.0044444444444443,0.061629629629629604,2,acetate,2021-07-27,2,GC001,WT
WT,1.13,0.06648148148148146,2,acetate,2021-07-27,2,GC001,WT
WT,1.2555555555555555,0.07162962962962961,2,acetate,2021-07-27,2,GC001,WT
WT,1.3811111111111112,0.07755555555555556,2,acetate,2021-07-27,2,GC001,WT
WT,1.5066666666666668,0.0835925925925926,2,acetate,2021-07-27,2,GC001,WT
WT,1.6322222222222216,0.08962962962962963,2,acetate,2021-07-27,2,GC001,WT
WT,1.7577777777777772,0.09655555555555553,2,acetate,2021-07-27,2,GC001,WT
WT,1.8833333333333329,0.10259259259259258,2,acetate,2021-07-27,2,GC001,WT
WT,2.0088888888888885,0.1095185185185185,2,acetate,2021-07-27,2,GC001,WT
WT,2.134444444444444,0.11666666666666665,2,acetate,2021-07-27,2,GC001,WT
WT,2.26,0.12344444444444445,2,acetate,2021-07-27,2,GC001,WT
WT,2.3855555555555554,0.1317037037037037,2,acetate,2021-07-27,2,GC001,WT
WT,2.511111111111111,0.13944444444444443,2,acetate,2021-07-27,2,GC001,WT
WT,2.6366666666666667,0.1475925925925926,2,acetate,2021-07-27,2,GC001,WT
WT,2.7622222222222224,0.15570370370370368,2,acetate,2021-07-27,2,GC001,WT
WT,2.887777777777778,0.16448148148148145,2,acetate,2021-07-27,2,GC001,WT
WT,3.0133333333333336,0.17459259259259258,2,acetate,2021-07-27,2,GC001,WT
WT,0.0,0.030629629629629618,3,acetate,2021-07-27,2,GC001,WT
WT,0.12555555555555564,0.0325185185185185,3,acetate,2021-07-27,2,GC001,WT
WT,0.2511111111111113,0.03570370370370371,3,acetate,2021-07-27,2,GC001,WT
WT,0.37666666666666604,0.039518518518518495,3,acetate,2021-07-27,2,GC001,WT
WT,0.5022222222222217,0.042629629629629615,3,acetate,2021-07-27,2,GC001,WT
WT,0.6277777777777773,0.04662962962962962,3,acetate,2021-07-27,2,GC001,WT
WT,0.753333333333333,0.05062962962962962,3,acetate,2021-07-27,2,GC001,WT
WT,0.8788888888888886,0.0557037037037037,3,acetate,2021-07-27,2,GC001,WT
WT,1.0044444444444443,0.06062962962962963,3,acetate,2021-07-27,2,GC001,WT
WT,1.13,0.06548148148148146,3,acetate,2021-07-27,2,GC001,WT
WT,1.2555555555555555,0.07062962962962961,3,acetate,2021-07-27,2,GC001,WT
WT,1.3811111111111112,0.07655555555555556,3,acetate,2021-07-27,2,GC001,WT
WT,1.5066666666666668,0.08259259259259259,3,acetate,2021-07-27,2,GC001,WT
WT,1.6322222222222216,0.08962962962962963,3,acetate,2021-07-27,2,GC001,WT
WT,1.7577777777777772,0.09555555555555553,3,acetate,2021-07-27,2,GC001,WT
WT,1.8833333333333329,0.10159259259259258,3,acetate,2021-07-27,2,GC001,WT
WT,2.0088888888888885,0.1095185185185185,3,acetate,2021-07-27,2,GC001,WT
WT,2.134444444444444,0.11666666666666665,3,acetate,2021-07-27,2,GC001,WT
WT,2.26,0.12344444444444445,3,acetate,2021-07-27,2,GC001,WT
WT,2.3855555555555554,0.1317037037037037,3,acetate,2021-07-27,2,GC001,WT
WT,2.511111111111111,0.13944444444444443,3,acetate,2021-07-27,2,GC001,WT
WT,2.6366666666666667,0.1485925925925926,3,acetate,2021-07-27,2,GC001,WT
WT,2.7622222222222224,0.15670370370370368,3,acetate,2021-07-27,2,GC001,WT
WT,2.887777777777778,0.16548148148148145,3,acetate,2021-07-27,2,GC001,WT
WT,3.0133333333333336,0.17459259259259258,3,acetate,2021-07-27,2,GC001,WT
∆dpp,0.0,0.030555555555555558,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.12555555555555564,0.03362962962962962,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.2511111111111113,0.036518518518518506,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.3766666666666669,0.0397037037037037,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.5022222222222217,0.0435185185185185,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.6277777777777773,0.04862962962962962,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.753333333333333,0.05262962962962962,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.8788888888888886,0.05862962962962963,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.0044444444444443,0.06370370370370368,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.13,0.06962962962962961,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.2555555555555555,0.07448148148148147,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.3811111111111112,0.08162962962962962,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.5066666666666668,0.08755555555555557,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.6322222222222225,0.09459259259259258,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.7577777777777772,0.10062962962962961,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.8833333333333329,0.10855555555555554,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.0088888888888885,0.1155925925925926,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.134444444444444,0.12351851851851851,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.26,0.13166666666666665,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.3855555555555554,0.13944444444444443,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.511111111111111,0.14770370370370373,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.6366666666666667,0.15644444444444444,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.7622222222222224,0.16559259259259257,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.887777777777778,0.1747037037037037,1,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.0,0.030555555555555558,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.12555555555555564,0.03362962962962962,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.2511111111111113,0.036518518518518506,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.3766666666666669,0.0407037037037037,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.5022222222222217,0.0445185185185185,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.6277777777777773,0.04962962962962962,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.753333333333333,0.053629629629629624,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.8788888888888886,0.05962962962962963,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.0044444444444443,0.06470370370370368,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.13,0.07062962962962961,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.2555555555555555,0.07648148148148147,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.3811111111111112,0.08262962962962962,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.5066666666666668,0.08955555555555557,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.6322222222222225,0.09559259259259258,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.7577777777777772,0.10362962962962961,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.8833333333333329,0.11055555555555555,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.0088888888888885,0.1175925925925926,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.134444444444444,0.12551851851851847,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.26,0.13366666666666666,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.3855555555555554,0.14244444444444443,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.511111111111111,0.15070370370370373,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.6366666666666667,0.15944444444444444,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.7622222222222224,0.16859259259259257,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.887777777777778,0.1787037037037037,2,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.0,0.030555555555555558,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.12555555555555564,0.03362962962962962,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.2511111111111113,0.036518518518518506,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.3766666666666669,0.0397037037037037,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.5022222222222217,0.0445185185185185,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.6277777777777773,0.04862962962962962,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.753333333333333,0.05262962962962962,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,0.8788888888888886,0.05762962962962963,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.0044444444444443,0.06270370370370368,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.13,0.06862962962962961,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.2555555555555555,0.07448148148148147,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.3811111111111112,0.08062962962962962,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.5066666666666668,0.08655555555555557,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.6322222222222225,0.09359259259259257,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.7577777777777772,0.10062962962962961,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,1.8833333333333329,0.10755555555555554,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.0088888888888885,0.1145925925925926,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.134444444444444,0.12251851851851851,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.26,0.12966666666666665,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.3855555555555554,0.13744444444444442,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.511111111111111,0.14570370370370372,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.6366666666666667,0.15444444444444444,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.7622222222222224,0.16359259259259257,3,acetate,2021-07-27,2,GC048,Single KO
∆dpp,2.887777777777778,0.1727037037037037,3,acetate,2021-07-27,2,GC048,Single KO
∆flh,0.0,0.03162962962962962,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.1255555555555552,0.03374074074074074,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.25111111111111084,0.034814814814814826,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.3766666666666665,0.037592592592592594,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.5022222222222221,0.03966666666666664,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.6277777777777778,0.042592592592592585,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.7533333333333334,0.044666666666666646,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.878888888888889,0.04762962962962962,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.0044444444444438,0.05074074074074074,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.1299999999999994,0.054555555555555565,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.255555555555555,0.0575925925925926,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.3811111111111107,0.060703703703703704,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.5066666666666664,0.06455555555555553,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.632222222222222,0.06948148148148146,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.7577777777777777,0.07355555555555555,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.8833333333333333,0.07855555555555556,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.008888888888889,0.08462962962962962,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.1344444444444446,0.08951851851851851,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.2600000000000002,0.0957037037037037,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.385555555555555,0.1025185185185185,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.5111111111111106,0.10962962962962962,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.6366666666666663,0.11662962962962962,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.762222222222222,0.12362962962962963,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.8877777777777776,0.13070370370370368,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.013333333333333,0.1346296296296296,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.138888888888889,0.14148148148148149,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.2644444444444445,0.1446296296296296,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.39,0.14955555555555555,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.5155555555555558,0.15559259259259256,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.6411111111111105,0.16262962962962962,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.766666666666666,0.16455555555555554,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.892222222222222,0.16859259259259257,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,4.017777777777777,0.17451851851851852,1,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.0,0.030629629629629618,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.1255555555555552,0.03274074074074074,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.25111111111111084,0.034814814814814826,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.3766666666666665,0.03659259259259259,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.5022222222222221,0.03966666666666664,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.6277777777777778,0.041592592592592584,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.7533333333333334,0.044666666666666646,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.878888888888889,0.04662962962962962,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.0044444444444438,0.04974074074074074,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.1299999999999994,0.053555555555555565,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.255555555555555,0.0565925925925926,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.3811111111111107,0.060703703703703704,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.5066666666666664,0.06455555555555553,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.632222222222222,0.06948148148148146,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.7577777777777777,0.07355555555555555,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.8833333333333333,0.07855555555555556,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.008888888888889,0.08562962962962962,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.1344444444444446,0.08951851851851851,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.2600000000000002,0.0967037037037037,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.385555555555555,0.1025185185185185,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.5111111111111106,0.10862962962962962,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.6366666666666663,0.11562962962962962,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.762222222222222,0.12262962962962963,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.8877777777777776,0.12870370370370368,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.013333333333333,0.1326296296296296,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.138888888888889,0.14048148148148148,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.2644444444444445,0.1446296296296296,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.39,0.14955555555555555,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.5155555555555558,0.15459259259259261,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.6411111111111105,0.16062962962962962,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.766666666666666,0.16255555555555554,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.892222222222222,0.16959259259259257,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,4.017777777777777,0.17651851851851852,2,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.0,0.031740740740740736,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.12555555555555564,0.033814814814814825,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.2511111111111113,0.03559259259259259,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.3766666666666669,0.03866666666666664,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.5022222222222226,0.04059259259259258,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.6277777777777782,0.043666666666666645,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.7533333333333339,0.04662962962962962,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,0.8788888888888886,0.04974074074074074,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.0044444444444443,0.052555555555555564,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.13,0.055592592592592596,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.2555555555555555,0.0597037037037037,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.3811111111111112,0.06255555555555553,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.5066666666666668,0.06648148148148146,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.6322222222222225,0.07155555555555555,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.757777777777778,0.07555555555555556,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,1.8833333333333337,0.08162962962962962,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.0088888888888894,0.08651851851851851,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.134444444444445,0.09270370370370369,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.26,0.09651851851851849,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.3855555555555554,0.10262962962962961,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.511111111111111,0.10962962962962962,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.6366666666666667,0.11462962962962962,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.7622222222222224,0.1217037037037037,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,2.887777777777778,0.1266296296296296,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.0133333333333336,0.13248148148148148,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.1388888888888893,0.1376296296296296,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.264444444444445,0.14255555555555555,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.3900000000000006,0.1465925925925926,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.5155555555555553,0.15262962962962962,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.641111111111111,0.15955555555555553,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.7666666666666666,0.16659259259259257,3,acetate,2021-07-27,2,GC029,Single KO
∆flh,3.8922222222222222,0.17351851851851852,3,acetate,2021-07-27,2,GC029,Single KO
∆glt,0.0,0.0305185185185185,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.12555555555555564,0.03370370370370371,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.2511111111111104,0.03751851851851851,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.37666666666666604,0.042629629629629615,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.5022222222222217,0.04862962962962962,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.6277777777777773,0.054629629629629625,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.753333333333333,0.060703703703703704,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.8788888888888886,0.06662962962962961,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.0044444444444443,0.07248148148148147,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.13,0.07962962962962962,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.2555555555555555,0.08555555555555557,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.3811111111111112,0.09259259259259257,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.506666666666666,0.09862962962962961,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.6322222222222216,0.10655555555555554,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.7577777777777772,0.11359259259259259,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.8833333333333329,0.12151851851851851,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,2.0088888888888885,0.12966666666666665,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,2.134444444444444,0.13744444444444442,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,2.26,0.14670370370370373,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,2.3855555555555554,0.15544444444444444,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,2.511111111111111,0.16459259259259257,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,2.6366666666666667,0.1737037037037037,1,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.0,0.0305185185185185,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.12555555555555564,0.03370370370370371,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.2511111111111104,0.038518518518518494,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.37666666666666604,0.042629629629629615,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.5022222222222217,0.04762962962962962,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.6277777777777773,0.053629629629629624,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.753333333333333,0.0597037037037037,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.8788888888888886,0.06662962962962961,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.0044444444444443,0.07348148148148147,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.13,0.08062962962962962,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.2555555555555555,0.08755555555555557,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.3811111111111112,0.09459259259259258,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.506666666666666,0.10162962962962961,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.6322222222222216,0.10855555555555554,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.7577777777777772,0.1165925925925926,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.8833333333333329,0.12451851851851849,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,2.0088888888888885,0.13266666666666665,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,2.134444444444444,0.14144444444444443,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,2.26,0.15070370370370373,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,2.3855555555555554,0.15944444444444444,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,2.511111111111111,0.16859259259259257,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,2.6366666666666667,0.1787037037037037,2,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.0,0.03270370370370371,3,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.12555555555555475,0.036518518518518506,3,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.2511111111111104,0.041629629629629614,3,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.37666666666666604,0.04662962962962962,3,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.5022222222222217,0.05262962962962962,3,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.6277777777777773,0.0587037037037037,3,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.753333333333333,0.06662962962962961,3,acetate,2021-07-27,2,GC030,Single KO
∆glt,0.8788888888888886,0.07248148148148147,3,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.0044444444444443,0.07962962962962962,3,acetate,2021-07-27,2,GC030,Single KO
∆glt,1.13,0.08655555555555557,3,acetate,2021-07-27,2,GC030,Single KO
