strain,elapsed_time_hr,od_600nm,technical_replicate,growth_medium,date,run_number,identifier,class
WT,0.0,0.030666666666666675,1,acetate,2021-07-26,1,GC001,WT
WT,0.1255555555555552,0.03274074074074074,1,acetate,2021-07-26,1,GC001,WT
WT,0.25111111111111084,0.033814814814814825,1,acetate,2021-07-26,1,GC001,WT
WT,0.3766666666666665,0.03670370370370371,1,acetate,2021-07-26,1,GC001,WT
WT,0.5022222222222221,0.03885185185185183,1,acetate,2021-07-26,1,GC001,WT
WT,0.6277777777777778,0.0407037037037037,1,acetate,2021-07-26,1,GC001,WT
WT,0.7533333333333334,0.043666666666666645,1,acetate,2021-07-26,1,GC001,WT
WT,0.878888888888889,0.04662962962962962,1,acetate,2021-07-26,1,GC001,WT
WT,1.0044444444444438,0.04966666666666668,1,acetate,2021-07-26,1,GC001,WT
WT,1.1299999999999994,0.053629629629629624,1,acetate,2021-07-26,1,GC001,WT
WT,1.255555555555555,0.057740740740740745,1,acetate,2021-07-26,1,GC001,WT
WT,1.3811111111111107,0.061629629629629604,1,acetate,2021-07-26,1,GC001,WT
WT,1.5063888888888886,0.06666666666666667,1,acetate,2021-07-26,1,GC001,WT
WT,1.632222222222222,0.07174074074074073,1,acetate,2021-07-26,1,GC001,WT
WT,1.7577777777777777,0.07655555555555556,1,acetate,2021-07-26,1,GC001,WT
WT,1.8833333333333333,0.08174074074074074,1,acetate,2021-07-26,1,GC001,WT
WT,2.008888888888889,0.08762962962962963,1,acetate,2021-07-26,1,GC001,WT
WT,2.1344444444444446,0.09370370370370368,1,acetate,2021-07-26,1,GC001,WT
WT,2.2600000000000002,0.1007037037037037,1,acetate,2021-07-26,1,GC001,WT
WT,2.385555555555555,0.10662962962962962,1,acetate,2021-07-26,1,GC001,WT
WT,2.5111111111111106,0.1137037037037037,1,acetate,2021-07-26,1,GC001,WT
WT,2.6366666666666663,0.12062962962962964,1,acetate,2021-07-26,1,GC001,WT
WT,2.762222222222222,0.12766666666666665,1,acetate,2021-07-26,1,GC001,WT
WT,2.8877777777777776,0.13574074074074072,1,acetate,2021-07-26,1,GC001,WT
