date,run_number,class,identifier,strain,replicate,growth_medium,phase,elapsed_time_hr,od_600nm_subtracted
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,2.511111111111111,0.0459259259259259
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,2.6366666666666667,0.0459259259259259
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,2.7622222222222224,0.0457777777777777
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,2.887777777777778,0.0458888888888888
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,3.0133333333333336,0.0447777777777777
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,3.1388888888888893,0.0448888888888888
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,3.264444444444445,0.0448888888888888
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,3.390000000000001,0.0438148148148148
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,3.5155555555555558,0.0437777777777777
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,3.641111111111111,0.0438148148148148
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,3.7666666666666666,0.0437777777777777
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,3.8922222222222222,0.0447777777777777
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,4.017777777777778,0.0447037037037036
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,4.1433333333333335,0.0449259259259259
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,4.268888888888889,0.0458148148148148
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,4.394444444444445,0.0468148148148148
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,4.5200000000000005,0.0477037037037036
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,4.645555555555556,0.0487407407407407
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,4.771111111111112,0.0507407407407407
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,4.8966666666666665,0.0518888888888888
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,shift,5.022222222222222,0.0537037037037037
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,5.147777777777778,0.0557037037037037
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,5.273333333333333,0.0587037037037037
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,5.398888888888889,0.0608148148148147
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,5.524444444444445,0.0637777777777777
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,5.65,0.0677777777777777
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,5.775555555555556,0.0717407407407407
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,5.901111111111112,0.0756666666666666
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,6.026666666666667,0.0798148148148148
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,6.152222222222222,0.0847407407407407
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,6.277777777777778,0.0908148148148148
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,6.403333333333333,0.0966296296296296
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,6.528888888888889,0.1017037037037036
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,6.654444444444445,0.1086666666666666
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,6.78,0.1155555555555555
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,6.905555555555556,0.1237777777777777
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,7.031111111111112,0.1316666666666666
2021-09-08,1,WT,GC001,WT,1,glucose-acetate,exponential_acetate,7.156666666666667,0.1406666666666666
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,0.0,0.010037037037037
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,0.1255555555555554,0.010037037037037
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,0.251111111111111,0.0109629629629629
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,0.3766666666666667,0.0119629629629629
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,0.5022222222222221,0.0129629629629629
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,0.6277777777777778,0.0139629629629629
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,0.7533333333333334,0.0149629629629629
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,0.8788888888888888,0.0158888888888888
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,1.0044444444444445,0.0178518518518518
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,1.13,0.019037037037037
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,1.255555555555555,0.021
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,1.381111111111111,0.0229629629629629
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,1.5066666666666666,0.0249999999999999
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,1.6322222222222222,0.0269629629629629
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,1.757777777777778,0.030074074074074
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,1.8833333333333333,0.033074074074074
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,2.0088888888888885,0.0358518518518518
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,2.134444444444444,0.0398888888888888
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,2.26,0.0419999999999999
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_glucose,2.3855555555555554,0.0438518518518518
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,2.511111111111111,0.0449259259259259
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,2.6366666666666667,0.0449259259259259
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,2.7622222222222224,0.0447777777777777
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,2.887777777777778,0.0448888888888888
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,3.0133333333333336,0.0447777777777777
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,3.1388888888888893,0.0438888888888888
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,3.264444444444445,0.0438888888888888
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,3.390000000000001,0.0438148148148148
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,3.5155555555555558,0.0437777777777777
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,3.641111111111111,0.0428148148148148
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,3.7666666666666666,0.0437777777777777
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,3.8922222222222222,0.0437777777777777
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,4.017777777777778,0.0437037037037036
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,4.1433333333333335,0.0449259259259259
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,4.268888888888889,0.0458148148148148
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,4.394444444444445,0.0468148148148148
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,4.5200000000000005,0.0487037037037036
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,4.645555555555556,0.0497407407407407
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,4.771111111111112,0.0517407407407407
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,shift,4.8966666666666665,0.0538888888888888
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,5.022222222222222,0.0557037037037037
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,5.147777777777778,0.0587037037037037
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,5.273333333333333,0.0617037037037036
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,5.398888888888889,0.0648148148148147
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,5.524444444444445,0.0687777777777777
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,5.65,0.0727777777777777
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,5.775555555555556,0.0767407407407407
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,5.901111111111112,0.0816666666666666
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,6.026666666666667,0.0868148148148148
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,6.152222222222222,0.0927407407407407
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,6.277777777777778,0.0988148148148148
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,6.403333333333333,0.1046296296296296
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,6.528888888888889,0.1117037037037037
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,6.654444444444445,0.1186666666666666
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,6.78,0.1255555555555555
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,6.905555555555556,0.1347777777777777
2021-09-08,1,WT,GC001,WT,2,glucose-acetate,exponential_acetate,7.031111111111112,0.1446666666666666
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,0.0,0.0109629629629629
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,0.1255555555555556,0.0119629629629629
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,0.251111111111111,0.0138888888888888
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,0.3766666666666667,0.0148518518518518
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,0.5022222222222223,0.017037037037037
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,0.6277777777777775,0.018
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,0.7533333333333332,0.0199629629629629
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,0.8788888888888888,0.022
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,1.0044444444444445,0.0249629629629629
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,1.13,0.027074074074074
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,1.2555555555555558,0.030074074074074
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,1.381111111111111,0.0338518518518518
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,1.5066666666666666,0.0368888888888888
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,1.6322222222222222,0.0389999999999999
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_glucose,1.757777777777778,0.0408518518518518
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,1.8833333333333333,0.0419259259259259
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,2.0088888888888885,0.0429259259259259
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,2.134444444444444,0.0427777777777777
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,2.26,0.0418888888888888
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,2.3855555555555554,0.0417777777777777
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,2.511111111111111,0.0408888888888888
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,2.6366666666666667,0.0408888888888888
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,2.7622222222222224,0.0408148148148148
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,2.887777777777777,0.0407777777777777
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,3.0133333333333328,0.0408148148148148
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,3.1388888888888884,0.0407777777777777
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,3.264444444444444,0.0407777777777777
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,3.39,0.0407037037037036
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,3.5155555555555558,0.0419259259259259
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,3.641111111111111,0.0428148148148148
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,3.7666666666666666,0.0438148148148148
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,3.8922222222222222,0.0447037037037036
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,4.017777777777778,0.0467407407407407
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,4.1433333333333335,0.0487407407407407
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,shift,4.268888888888888,0.0498888888888888
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,4.394444444444444,0.0527037037037037
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,4.52,0.0547037037037037
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,4.645555555555555,0.0577037037037037
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,4.771111111111111,0.0608148148148147
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,4.8966666666666665,0.0637777777777777
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,5.022222222222222,0.0677777777777777
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,5.147777777777778,0.0717407407407407
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,5.273333333333333,0.0766666666666666
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,5.398888888888889,0.0818148148148148
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,5.524444444444444,0.0867407407407407
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,5.65,0.0928148148148148
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,5.775555555555555,0.0986296296296296
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,5.901111111111111,0.1057037037037036
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,6.026666666666666,0.1126666666666666
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,6.152222222222222,0.1195555555555555
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,6.277777777777778,0.1277777777777777
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,6.403333333333333,0.1356666666666666
2021-09-08,1,WT,GC001,WT,3,glucose-acetate,exponential_acetate,6.528888888888889,0.1456666666666666
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,0.0,0.0109629629629629
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,0.1255555555555554,0.0118888888888888
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,0.251111111111111,0.0128518518518518
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,0.3766666666666667,0.014037037037037
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,0.5022222222222219,0.016
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,0.6277777777777775,0.0179629629629629
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,0.7533333333333332,0.02
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,0.8788888888888888,0.0219629629629629
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,1.0044444444444445,0.024074074074074
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,1.13,0.027074074074074
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,1.255555555555555,0.0298518518518518
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,1.381111111111111,0.0328888888888888
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,1.5066666666666666,0.037
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,1.6322222222222222,0.0388518518518518
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_glucose,1.757777777777778,0.0409259259259259
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,1.883333333333333,0.0419259259259259
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,2.0088888888888885,0.0417777777777777
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,2.134444444444444,0.0418888888888888
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,2.26,0.0417777777777777
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,2.3855555555555554,0.0408888888888888
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,2.511111111111111,0.0408888888888888
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,2.6366666666666667,0.0398148148148148
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,2.762222222222221,0.0407777777777777
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,2.887777777777777,0.0398148148148148
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,3.0133333333333328,0.0407777777777777
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,3.1388888888888884,0.0407777777777777
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,3.264444444444444,0.0407037037037036
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,3.39,0.0419259259259259
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,3.5155555555555558,0.0428148148148148
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,3.641111111111111,0.0428148148148148
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,3.7666666666666666,0.0447037037037036
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,3.8922222222222222,0.0457407407407407
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,4.017777777777778,0.0477407407407407
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,4.143333333333333,0.0498888888888888
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,shift,4.268888888888888,0.0517037037037036
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,4.394444444444444,0.0537037037037037
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,4.52,0.0567037037037037
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,4.645555555555555,0.0598148148148147
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,4.771111111111111,0.0627777777777777
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,4.8966666666666665,0.0667777777777777
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,5.022222222222222,0.0707407407407407
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,5.147777777777778,0.0746666666666666
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,5.273333333333333,0.0808148148148148
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,5.398888888888888,0.0847407407407407
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,5.524444444444444,0.0908148148148148
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,5.65,0.0966296296296296
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,5.775555555555555,0.1027037037037036
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,5.901111111111111,0.1106666666666666
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,6.026666666666666,0.1175555555555555
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,6.152222222222222,0.1247777777777777
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,6.277777777777778,0.1336666666666666
2021-09-08,1,Single KO,GC048,∆dpp,1,glucose-acetate,exponential_acetate,6.403333333333333,0.1426666666666666
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,0.0,0.0109629629629629
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,0.1255555555555556,0.0109629629629629
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,0.251111111111111,0.0118888888888888
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,0.3766666666666667,0.0138518518518518
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,0.5022222222222223,0.015037037037037
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,0.6277777777777775,0.016
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,0.7533333333333332,0.0179629629629629
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,0.8788888888888888,0.02
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,1.0044444444444445,0.0219629629629629
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,1.13,0.025074074074074
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,1.2555555555555558,0.028074074074074
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,1.381111111111111,0.0308518518518518
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,1.5066666666666666,0.0338888888888888
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,1.6322222222222222,0.038
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,1.757777777777778,0.0398518518518518
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_glucose,1.8833333333333333,0.0419259259259259
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,2.0088888888888885,0.0429259259259259
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,2.134444444444444,0.0427777777777777
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,2.26,0.0428888888888888
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,2.3855555555555554,0.0427777777777777
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,2.511111111111111,0.0428888888888888
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,2.6366666666666667,0.0418888888888888
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,2.7622222222222224,0.0418148148148148
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,2.887777777777777,0.0417777777777777
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,3.0133333333333328,0.0418148148148148
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,3.1388888888888884,0.0417777777777777
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,3.264444444444444,0.0417777777777777
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,3.39,0.0417037037037036
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,3.5155555555555558,0.0429259259259259
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,3.641111111111111,0.0438148148148148
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,3.7666666666666666,0.0448148148148148
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,3.8922222222222222,0.0457037037037036
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,4.017777777777778,0.0467407407407407
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,4.1433333333333335,0.0477407407407407
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,shift,4.268888888888888,0.0498888888888888
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,4.394444444444444,0.0517037037037036
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,4.52,0.0537037037037037
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,4.645555555555555,0.0567037037037037
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,4.771111111111111,0.0598148148148147
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,4.8966666666666665,0.0627777777777777
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,5.022222222222222,0.0667777777777777
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,5.147777777777778,0.0707407407407407
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,5.273333333333333,0.0746666666666666
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,5.398888888888889,0.0798148148148148
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,5.524444444444444,0.0847407407407407
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,5.65,0.0918148148148148
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,5.775555555555555,0.0966296296296296
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,5.901111111111111,0.1037037037037036
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,6.026666666666666,0.1096666666666666
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,6.152222222222222,0.1185555555555555
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,6.277777777777778,0.1257777777777777
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,6.403333333333333,0.1346666666666666
2021-09-08,1,Single KO,GC048,∆dpp,2,glucose-acetate,exponential_acetate,6.528888888888889,0.1446666666666666
2021-09-08,1,Single KO,GC048,∆dpp,3,glucose-acetate,exponential_glucose,0.0,0.0109629629629629
2021-09-08,1,Single KO,GC048,∆dpp,3,glucose-acetate,exponential_glucose,0.1255555555555554,0.0128888888888888
2021-09-08,1,Single KO,GC048,∆dpp,3,glucose-acetate,exponential_glucose,0.251111111111111,0.0138518518518518
2021-09-08,1,Single KO,GC048,∆dpp,3,glucose-acetate,exponential_glucose,0.3766666666666667,0.015037037037037
2021-09-08,1,Single KO,GC048,∆dpp,3,glucose-acetate,exponential_glucose,0.5022222222222219,0.017
